DATA,-0.3625,-0.0773,7112,-0.4398

DATA,-0.4923,-0.0989,7136,-0.5912

DATA,-0.8273,0.0969,7173,-0.7304

DATA,-0.8396,-0.0302,7198,-0.8698

DATA,-0.9006,-0.0749,7222,-0.9755

DATA,-0.8797,0.0111,7247,-0.8686

DATA,-0.7093,0.0667,7271,-0.6425

DATA,-0.5970,-0.1005,7296,-0.6975

DATA,-0.5447,0.0242,7321,-0.5205

DATA,-0.5763,-0.0990,7345,-0.6753

DATA,-0.3842,-0.0262,7370,-0.4104

DATA,-0.2815,-0.0813,7394,-0.3628

DATA,-0.3473,-0.1102,7419,-0.4575

DATA,-0.3117,-0.0299,7443,-0.3417

DATA,-0.1264,-0.0352,7468,-0.1615

DATA,-0.0806,-0.0566,7505,-0.1372

DATA,-0.0913,0.0544,7529,-0.0369

DATA,-0.0506,-0.2115,7554,-0.2621

DATA,0.0488,-0.0670,7578,-0.0182

DATA,-0.3421,-0.0808,7603,-0.4229

DATA,-0.1011,0.0062,7627,-0.0949

DATA,-0.7017,0.0188,7652,-0.6829

DATA,-1.5621,0.0543,7676,-1.5078

DATA,-1.7575,-0.1716,7701,-1.9291

DATA,-1.5113,-0.0033,7726,-1.5146

DATA,-0.3455,0.0399,7750,-0.3056

DATA,-0.7598,-0.1591,7775,-0.9189

DATA,-0.1717,0.0882,7799,-0.0835

DATA,-0.1520,-0.0098,7824,-0.1618

DATA,-0.5401,0.0389,7860,-0.5013

DATA,-0.4075,-0.0859,7885,-0.4934

DATA,-0.7659,-0.0601,7910,-0.8260

DATA,-0.6420,-0.0540,7934,-0.6960

DATA,-0.7389,-0.0093,7959,-0.7482

DATA,-0.4670,0.1115,7983,-0.3555

DATA,-0.3909,-0.0082,8008,-0.3991

DATA,-0.6630,-0.1245,8032,-0.7875

DATA,-0.5916,-0.0208,8057,-0.6124

DATA,-0.7213,-0.1221,8081,-0.8434

DATA,-0.8941,-0.0655,8106,-0.9597

DATA,-0.6610,-0.1278,8130,-0.7888

DATA,-0.7682,0.0505,8155,-0.7177

DATA,-0.7058,-0.1420,8192,-0.8478

DATA,-0.9589,0.0325,8216,-0.9263

DATA,-1.0279,-0.1068,8241,-1.1347

DATA,-1.0021,0.0443,8265,-0.9579

DATA,-0.8344,0.0722,8290,-0.7622

DATA,-0.6616,-0.0894,8315,-0.7510

DATA,-0.8117,0.1378,8339,-0.6739

DATA,-1.5383,-0.0834,8364,-1.6216

DATA,-2.0979,-0.1480,8388,-2.2459

DATA,-1.9422,0.2351,8413,-1.7071

DATA,-0.3334,0.1121,8437,-0.2213

DATA,0.1801,-0.2770,8462,-0.0969

DATA,-0.8476,-0.6401,8486,-1.4876

DATA,-1.8528,0.4117,8523,-1.4410

DATA,-3.3524,0.1526,8548,-3.1998

DATA,-4.6335,-0.2689,8572,-4.9025

DATA,-4.9607,-0.2384,8597,-5.1992

DATA,-4.9898,-0.0276,8621,-5.0174

DATA,-5.6768,-0.1014,8646,-5.7782

DATA,-6.3173,0.0438,8670,-6.2735

DATA,-4.7864,-0.0508,8695,-4.8372

DATA,-0.1563,-0.1351,8720,-0.2914

DATA,3.3319,-0.0237,8744,3.3082

DATA,5.2897,-0.0408,8769,5.2489

DATA,6.6146,-0.1040,8793,6.5106

DATA,7.3147,-0.0853,8818,7.2295

DATA,8.8642,-0.0498,8842,8.8144

DATA,9.9339,0.1179,8879,10.0518

DATA,9.9688,-0.0609,8904,9.9078

DATA,10.0933,-0.0579,8928,10.0353

DATA,10.2392,0.0564,8953,10.2955

DATA,10.3184,-0.1161,8977,10.2023

DATA,10.2481,-0.0291,9002,10.2191

DATA,10.2199,0.0285,9026,10.2484

DATA,10.1249,-0.0513,9051,10.0737

DATA,10.0518,0.0372,9075,10.0890

DATA,9.7143,0.0109,9100,9.7252

DATA,8.8208,-0.0512,9124,8.7695

DATA,8.8247,-0.0256,9149,8.7991

DATA,8.7526,0.0476,9174,8.8003

DATA,8.5646,0.0389,9210,8.6035

DATA,7.8267,-0.0946,9235,7.7321

DATA,7.9464,-0.1709,9259,7.7755

DATA,8.6093,0.1573,9284,8.7666

DATA,8.2514,-0.0688,9309,8.1825

DATA,7.8382,-0.0433,9333,7.7949

DATA,6.9513,-0.0458,9358,6.9055

DATA,5.7917,-0.1470,9382,5.6447

DATA,2.2564,-0.1131,9407,2.1433

DATA,3.8325,-0.2640,9431,3.5685

DATA,3.1388,0.0943,9456,3.2330

DATA,2.1555,0.0903,9480,2.2458

DATA,1.5839,0.0684,9505,1.6523

DATA,1.0965,-0.0289,9542,1.0676

DATA,0.8608,0.0142,9566,0.8750

DATA,0.2207,-0.1169,9591,0.1038

DATA,0.1280,-0.1038,9615,0.0242

DATA,-0.6703,-0.1304,9640,-0.8007

DATA,-1.6281,-0.0045,9664,-1.6326

DATA,-2.8858,-0.0109,9689,-2.8967

DATA,-3.7335,-0.0516,9713,-3.7851

DATA,-3.8935,0.0041,9738,-3.8894

DATA,-3.5084,-0.1827,9763,-3.6911

DATA,-3.5559,0.0764,9787,-3.4794

DATA,-2.3873,0.0165,9812,-2.3708

DATA,0.7882,-0.1192,9836,0.6690

DATA,3.7061,-0.0716,9861,3.6344

DATA,4.3513,0.0254,9897,4.3767

