%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,0.3154,-0.2280,373889,0.0874
DATA,0.3048,-0.2169,374071,0.0878
DATA,0.3494,-0.1835,374252,0.1659
DATA,0.3073,-0.2108,374433,0.0966
DATA,0.3068,-0.2295,374615,0.0773
DATA,0.3081,-0.2203,374796,0.0879
DATA,0.2844,-0.1706,374977,0.1138
DATA,0.3376,-0.0874,375159,0.2502
DATA,0.9893,0.8558,375340,1.8451
DATA,0.1870,-0.6031,375521,-0.4161
DATA,-0.4829,-1.2566,375793,-1.7395
DATA,-0.1810,-0.6463,375975,-0.8273
DATA,0.3742,0.2318,376156,0.6060
DATA,0.4943,-0.3587,376337,0.1356
DATA,-0.2336,-0.3788,376519,-0.6124
DATA,0.4051,-0.4061,376700,-0.0010
DATA,0.3571,-0.2964,376881,0.0606
DATA,0.3906,-0.0640,377063,0.3266
DATA,0.1820,-0.3917,377244,-0.2097
DATA,0.2840,-0.2899,377516,-0.0060
DATA,0.2532,-0.4644,377698,-0.2112
DATA,0.2046,2.8269,377879,3.0315
DATA,1.6330,-26.2946,378060,-24.6617
DATA,35.1659,-138.9400,378242,-103.7741
DATA,16.5263,21.9440,378423,38.4703
DATA,-53.1339,152.7794,378604,99.6455
DATA,-52.5032,122.4857,378786,69.9824
DATA,-16.2178,54.6159,378967,38.3981
DATA,-3.9793,-68.7504,379148,-72.7296
DATA,-97.2433,-94.6397,379420,-191.8831
DATA,-174.8224,155.2723,379602,-19.5501
DATA,-53.6897,176.2500,379783,122.5603
DATA,-30.3438,178.8676,379964,148.5238
DATA,-44.5827,92.4011,380146,47.8183
DATA,-102.1740,29.9418,380327,-72.2322
DATA,-122.6750,-84.0420,380509,-206.7170
DATA,-119.5728,-4.9941,380690,-124.5669
DATA,-183.7484,123.8293,380871,-59.9190
DATA,-240.0614,-44.1470,381143,-284.2084
DATA,-264.4316,-113.3738,381325,-377.8054
DATA,-303.1357,182.4653,381506,-120.6704
DATA,-89.4975,130.0853,381687,40.5878
DATA,0.7127,56.9706,381869,57.6833
DATA,-0.7539,8.3183,382050,7.5644
DATA,-0.2077,-21.7790,382231,-21.9867
DATA,16.5227,-78.0416,382413,-61.5189
DATA,148.0902,-316.3947,382594,-168.3046
DATA,74.7781,-427.3064,382775,-352.5283
DATA,-78.1433,-286.6409,383047,-364.7842
DATA,-159.0712,-209.5022,383229,-368.5734
DATA,-196.5061,-21.1687,383410,-217.6748
DATA,-23.4136,0.9870,383591,-22.4266
DATA,-0.6335,-1.7874,383773,-2.4209
DATA,-0.1758,-1.2605,383954,-1.4363
DATA,-1.1513,-2.5404,384135,-3.6917
DATA,-1.5855,-1.1255,384317,-2.7110
DATA,6.6570,-2.8414,384498,3.8156
DATA,66.3200,-38.9120,384770,27.4080
DATA,30.7276,-194.1638,384951,-163.4362
DATA,7.0722,-282.7348,385133,-275.6627
DATA,-31.1290,-312.6578,385314,-343.7868
DATA,46.1550,145.7897,385496,191.9448
DATA,18.5837,54.4891,385677,73.0728
DATA,-0.4738,12.4972,385858,12.0234
DATA,6.3769,15.1345,386040,21.5114
DATA,47.5094,-193.5602,386221,-146.0507
DATA,-10.6489,-400.4296,386402,-411.0785
DATA,-9.1561,-303.7873,386674,-312.9434
DATA,-8.2512,-404.9406,386856,-413.1918
DATA,-45.3787,-423.3483,387037,-468.7270
DATA,-47.4835,-383.2269,387218,-430.7103
DATA,-46.8633,-356.8102,387400,-403.6735
DATA,-41.2610,-128.7894,387581,-170.0505
DATA,0.4141,34.3069,387762,34.7210
DATA,1.4461,21.3969,387944,22.8430
DATA,-3.3160,-149.8900,388125,-153.2061
DATA,-62.3018,-412.3819,388306,-474.6837
DATA,-42.0958,-453.1407,388578,-495.2364
DATA,17.6365,-401.3615,388760,-383.7250
DATA,1.2646,-256.1978,388941,-254.9332
DATA,35.8666,53.3411,389122,89.2076
DATA,1.1288,9.3254,389304,10.4542
DATA,1.4374,5.4380,389485,6.8754
DATA,37.3256,-169.2359,389666,-131.9103
DATA,-36.3031,-242.6025,389848,-278.9055
DATA,-147.9124,-396.4060,390029,-544.3184
DATA,-125.3693,-401.8348,390301,-527.2040
DATA,-100.4165,33.6858,390482,-66.7307
DATA,3.3165,24.4274,390664,27.7439
DATA,1.0611,12.5976,390845,13.6587
DATA,14.0891,-265.3980,391026,-251.3089
DATA,-105.4232,-391.3909,391208,-496.8141
DATA,-141.2098,-398.7456,391389,-539.9554
DATA,-137.3808,-421.0787,391570,-558.4595
DATA,-228.9567,-293.5793,391752,-522.5361
DATA,-83.8543,-49.3549,391933,-133.2092
DATA,-0.6035,-0.8205,392205,-1.4240
DATA,0.6105,-0.5081,392386,0.1024
DATA,0.4731,-0.0409,392568,0.4322
DATA,0.3145,-11.4558,392749,-11.1412
DATA,0.4698,-5.1990,392930,-4.7292
DATA,0.6067,0.2501,393112,0.8568
DATA,0.4500,-0.3965,393293,0.0535
DATA,0.2061,-0.4847,393474,-0.2786
DATA,0.3030,-0.4288,393656,-0.1258
DATA,0.3192,-0.4511,393928,-0.1320
DATA,0.3091,-0.4204,394109,-0.1113
DATA,0.3284,-0.4086,394290,-0.0802
DATA,0.2865,-0.4177,394472,-0.1312
