%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,-0.0071,-0.9236,570372,-0.9306
DATA,0.0060,-0.8815,570553,-0.8756
DATA,0.0019,-0.8708,570735,-0.8688
DATA,-0.0035,-0.8695,571007,-0.8731
DATA,-0.0180,-0.8948,571188,-0.9129
DATA,0.0099,-0.8959,571369,-0.8860
DATA,0.0235,-0.8523,571550,-0.8288
DATA,0.2733,-0.2518,571732,0.0216
DATA,0.2450,-0.1588,571913,0.0863
DATA,0.7557,0.2821,572094,1.0378
DATA,0.0101,-0.8885,572276,-0.8783
DATA,-0.1042,-0.9050,572457,-1.0092
DATA,0.0547,-0.9885,572729,-0.9338
DATA,0.0841,-0.4495,572910,-0.3654
DATA,0.0883,-0.6094,573092,-0.5210
DATA,0.0778,-0.6139,573273,-0.5361
DATA,0.3449,-0.3007,573454,0.0442
DATA,0.2582,-0.5894,573636,-0.3313
DATA,0.2420,-0.4526,573817,-0.2106
DATA,0.4508,-0.1351,573998,0.3157
DATA,0.3339,-0.4385,574180,-0.1046
DATA,0.0441,-0.7049,574361,-0.6608
DATA,0.1790,-0.5994,574633,-0.4204
DATA,0.6111,-0.1072,574814,0.5039
DATA,0.3050,-0.2495,574996,0.0555
DATA,-0.5748,0.0114,575177,-0.5634
DATA,0.1847,-0.3573,575358,-0.1726
DATA,-0.3020,-2.1588,575540,-2.4608
DATA,11.4171,-16.1365,575721,-4.7194
DATA,-0.1901,1.6417,575902,1.4516
DATA,-0.0088,-0.4765,576084,-0.4853
DATA,1.2608,-4.4622,576356,-3.2014
DATA,0.7744,-0.2383,576537,0.5361
DATA,0.2223,-0.7056,576718,-0.4833
DATA,0.2300,9.1183,576900,9.3483
DATA,0.2579,16.3052,577081,16.5630
DATA,0.2175,24.4545,577263,24.6720
DATA,4.4165,4.5200,577444,8.9365
DATA,16.5106,59.8842,577625,76.3948
DATA,1.0725,55.4959,577807,56.5683
DATA,0.5803,76.7930,577988,77.3733
DATA,38.4692,-183.7876,578260,-145.3184
DATA,28.6993,-250.3674,578441,-221.6681
DATA,-9.5765,-331.0916,578623,-340.6682
DATA,-17.9109,-283.7317,578804,-301.6426
DATA,30.0131,17.6041,578985,47.6173
DATA,13.8210,147.0630,579167,160.8840
DATA,6.7575,181.5488,579348,188.3063
DATA,5.7150,232.6796,579529,238.3945
DATA,37.9971,63.9798,579711,101.9769
DATA,26.7816,-146.0767,579983,-119.2951
DATA,-14.7113,-177.7657,580164,-192.4770
DATA,-77.8868,-218.8759,580345,-296.7628
DATA,-13.6026,95.1799,580527,81.5773
DATA,9.7961,134.7790,580708,144.5752
DATA,6.7393,195.3097,580889,202.0490
DATA,24.5655,96.8022,581071,121.3677
DATA,56.4183,-70.0778,581252,-13.6595
DATA,26.6340,-157.5691,581433,-130.9352
DATA,-6.4219,-293.6681,581615,-300.0901
DATA,-56.9296,-282.7744,581887,-339.7039
DATA,-68.8670,-210.1685,582068,-279.0355
DATA,-42.2093,73.5581,582249,31.3488
DATA,10.8811,165.6491,582431,176.5302
DATA,14.7605,191.8703,582612,206.6308
DATA,46.5665,-22.9935,582793,23.5730
DATA,45.6914,-166.2427,582975,-120.5512
DATA,-9.1598,-357.3483,583156,-366.5081
DATA,-62.2091,-394.3730,583337,-456.5821
DATA,-80.9840,-299.6945,583609,-380.6785
DATA,-27.1792,86.9161,583791,59.7368
DATA,12.0064,144.0532,583972,156.0596
DATA,31.3016,179.1463,584153,210.4480
DATA,80.4612,-8.7474,584335,71.7138
DATA,2.9599,-236.4304,584516,-233.4705
DATA,-83.4467,-394.1639,584697,-477.6107
DATA,-129.8781,-315.4434,584879,-445.3215
DATA,-100.3965,-211.0166,585060,-311.4131
DATA,34.1518,59.1231,585242,93.2748
DATA,17.1855,223.5082,585514,240.6937
DATA,15.3037,268.4532,585695,283.7569
DATA,34.3644,-67.4352,585876,-33.0708
DATA,24.3786,-375.0426,586058,-350.6640
DATA,-34.3335,-345.1243,586239,-379.4578
DATA,-32.0166,-252.6472,586420,-284.6639
DATA,68.4340,127.7506,586602,196.1846
DATA,9.1748,67.4306,586783,76.6054
DATA,0.2091,18.0716,586964,18.2807
DATA,-0.2621,-11.0003,587146,-11.2625
DATA,1.6843,33.7133,587418,35.3976
DATA,38.3933,-118.9195,587599,-80.5262
DATA,-22.4359,-376.4604,587780,-398.8963
DATA,-133.3424,-255.8421,587962,-389.1846
DATA,-106.1987,-388.8017,588143,-495.0004
DATA,-135.3159,-177.9210,588324,-313.2369
DATA,-0.7508,149.0692,588505,148.3184
DATA,10.4130,45.7750,588687,56.1881
DATA,6.7368,17.5254,588868,24.2622
DATA,10.5234,-241.1677,589140,-230.6443
DATA,-128.2422,-239.4065,589321,-367.6487
DATA,-127.7736,-127.4681,589503,-255.2417
DATA,-53.2246,-192.5159,589684,-245.7404
DATA,-91.1539,-364.0175,589866,-455.1715
DATA,-129.7230,-222.0733,590047,-351.7963
DATA,-118.6898,-99.2082,590228,-217.8980
DATA,-3.0588,75.2279,590410,72.1691
DATA,4.1749,46.8000,590591,50.9749
DATA,12.8221,84.8189,590772,97.6410
DATA,8.0071,-5.2142,591044,2.7929
DATA,15.1342,-133.7950,591225,-118.6608
DATA,-58.6218,-288.6928,591407,-347.3146
