%, jaw1 [N], jaw2 [N], time [ms], gripForce [N]
DATA,-11.8156,0.0754,53040,-11.7402
DATA,-11.3254,0.1518,53065,-11.1736
DATA,-10.2871,-0.0415,53090,-10.3286
DATA,-9.8376,0.0110,53126,-9.8266
DATA,-8.9210,0.0752,53151,-8.8458
DATA,-7.4942,0.0457,53176,-7.4485
DATA,-7.3242,-0.0088,53200,-7.3330
DATA,-7.6412,-0.0411,53225,-7.6823
DATA,-6.8396,0.2132,53249,-6.6265
DATA,-5.7671,-0.1586,53274,-5.9258
DATA,-4.5111,0.0596,53298,-4.4515
DATA,-3.7797,0.0939,53323,-3.6857
DATA,-3.7189,-0.0277,53348,-3.7467
DATA,-3.7675,-0.0158,53372,-3.7833
DATA,-3.7277,0.0228,53397,-3.7048
DATA,-3.8525,0.0712,53421,-3.7813
DATA,-3.7784,0.0157,53446,-3.7627
DATA,-3.7477,-0.0171,53483,-3.7647
DATA,-3.7742,0.0659,53507,-3.7083
DATA,-3.9035,0.0602,53532,-3.8432
DATA,-3.6971,0.2191,53556,-3.4780
DATA,-3.7821,-0.0329,53581,-3.8151
DATA,-3.7330,-0.1506,53606,-3.8836
DATA,-3.8766,0.0453,53630,-3.8313
DATA,-3.8542,-0.0458,53655,-3.9000
DATA,-3.8126,-0.0654,53679,-3.8781
DATA,-3.7609,-0.1195,53704,-3.8804
DATA,-3.9171,0.0835,53729,-3.8336
DATA,-3.7733,-0.0270,53753,-3.8003
DATA,-3.7607,0.0447,53778,-3.7160
DATA,-3.8048,0.1335,53815,-3.6713
DATA,-3.8434,0.1105,53839,-3.7329
DATA,-3.8723,0.0695,53864,-3.8028
DATA,-3.8194,0.0179,53888,-3.8014
DATA,-3.8358,0.0128,53913,-3.8230
DATA,-3.7876,0.1436,53937,-3.6439
DATA,-3.6144,0.2149,53962,-3.3994
DATA,-3.6067,0.0621,53987,-3.5446
DATA,-3.6926,0.3995,54011,-3.2931
DATA,-3.7004,-0.5924,54036,-4.2928
DATA,-3.4430,-0.2670,54060,-3.7100
DATA,-3.6032,0.0533,54085,-3.5499
DATA,-3.5047,0.0427,54110,-3.4620
DATA,-3.5923,0.0399,54134,-3.5525
DATA,-3.4722,-0.0611,54171,-3.5333
DATA,-3.5793,0.0037,54196,-3.5756
DATA,-3.5161,-0.0793,54220,-3.5954
DATA,-3.5622,0.0497,54245,-3.5125
DATA,-3.5723,-0.0568,54269,-3.6291
DATA,-3.6545,0.1520,54294,-3.5025
DATA,-3.6331,0.0193,54318,-3.6138
DATA,-3.5905,0.0058,54343,-3.5847
DATA,-3.4720,0.0939,54368,-3.3781
DATA,-3.5762,0.0009,54392,-3.5753
DATA,-3.6599,0.0079,54417,-3.6519
DATA,-3.4884,0.0608,54441,-3.4276
DATA,-3.5165,0.0202,54466,-3.4962
DATA,-3.5543,-0.1354,54503,-3.6897
DATA,-3.5069,0.0495,54527,-3.4574
DATA,-3.6256,0.0937,54552,-3.5318
DATA,-3.4856,0.1469,54576,-3.3387
DATA,-3.4927,0.0124,54601,-3.4803
DATA,-3.4977,-0.0151,54626,-3.5127
DATA,-3.5292,0.1371,54650,-3.3921
DATA,-3.5154,0.1049,54675,-3.4105
DATA,-3.5754,0.1349,54699,-3.4405
DATA,-3.5067,0.0597,54724,-3.4470
DATA,-3.6107,-0.0138,54749,-3.6245
DATA,-3.6082,0.0768,54773,-3.5314
DATA,-3.5290,0.0325,54798,-3.4966
DATA,-3.4997,-0.0289,54822,-3.5286
DATA,-3.4599,0.0341,54859,-3.4258
DATA,-3.5706,0.0118,54884,-3.5588
DATA,-3.4930,0.1335,54908,-3.3595
DATA,-3.5369,0.0577,54933,-3.4792
DATA,-3.6045,0.0216,54957,-3.5829
DATA,-3.5204,0.0637,54982,-3.4567
DATA,-3.5426,0.0577,55007,-3.4849
DATA,-3.5118,-0.0375,55031,-3.5494
DATA,-3.5714,0.0101,55056,-3.5613
DATA,-3.6240,0.0693,55080,-3.5547
DATA,-3.5491,0.0398,55105,-3.5092
DATA,-3.5916,0.1339,55129,-3.4577
DATA,-3.5836,-0.0202,55154,-3.6038
DATA,-3.4361,-0.0934,55191,-3.5294
DATA,-3.6023,0.0532,55216,-3.5491
DATA,-3.5199,-0.0271,55240,-3.5470
DATA,-3.4939,-0.0124,55265,-3.5063
DATA,-3.4407,0.0778,55289,-3.3629
DATA,-3.4759,-0.0625,55314,-3.5384
DATA,-3.6074,0.1647,55338,-3.4427
DATA,-3.5720,0.1009,55363,-3.4711
DATA,-3.4646,0.1229,55388,-3.3417
DATA,-3.5773,0.1210,55412,-3.4563
DATA,-3.5497,-0.0231,55437,-3.5728
DATA,-3.5001,-0.1708,55461,-3.6709
DATA,-3.5563,0.0386,55486,-3.5177
DATA,-3.5450,0.0082,55510,-3.5368
DATA,-3.4790,0.0409,55547,-3.4381
DATA,-3.5295,0.1230,55572,-3.4065
DATA,-3.5549,0.0432,55596,-3.5118
DATA,-3.5488,-0.0927,55621,-3.6415
DATA,-3.5639,-0.0483,55646,-3.6122
DATA,-3.5558,0.0241,55670,-3.5317
DATA,-3.6082,0.0889,55695,-3.5193
DATA,-3.4881,0.1113,55719,-3.3768
DATA,-3.5695,0.0706,55744,-3.4989
DATA,-3.5991,-0.0163,55768,-3.6154
DATA,-3.5166,0.0368,55793,-3.4797
DATA,-3.4677,0.0812,55818,-3.3865
DATA,-3.5557,-0.0031,55842,-3.5588
DATA,-3.5027,0.0733,55879,-3.4294
DATA,-3.6019,0.0525,55904,-3.5495
DATA,-3.6342,0.1328,55928,-3.5014
DATA,-3.4741,-0.0482,55953,-3.5223
DATA,-3.5427,0.0066,55977,-3.5361
DATA,-3.5833,-0.0377,56002,-3.6210
DATA,-3.5183,-0.0292,56027,-3.5474
DATA,-3.5084,-0.0118,56051,-3.5202
DATA,-3.5567,0.0814,56076,-3.4753
DATA,-3.5367,-0.0523,56100,-3.5891
DATA,-3.5293,0.0068,56125,-3.5225
DATA,-3.4848,0.0419,56149,-3.4429
DATA,-3.5980,-0.0351,56174,-3.6331
