%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,-2.6243,0.0304,140404,-2.5938
DATA,-2.6646,0.1355,140428,-2.5290
DATA,-2.5995,0.1669,140453,-2.4326
DATA,-2.5197,0.0142,140477,-2.5055
DATA,-2.6465,0.1277,140502,-2.5189
DATA,-2.7609,0.1220,140526,-2.6389
DATA,-2.5660,0.1005,140551,-2.4655
DATA,-2.6408,0.1159,140576,-2.5249
DATA,-2.6581,-0.0194,140600,-2.6775
DATA,-2.7007,0.0251,140625,-2.6757
DATA,-2.5839,0.1049,140649,-2.4790
DATA,-2.5669,0.1299,140686,-2.4370
DATA,-2.7462,0.1001,140711,-2.6461
DATA,-2.7077,-0.0569,140735,-2.7647
DATA,-2.7203,-0.0701,140760,-2.7904
DATA,-2.6706,0.0806,140784,-2.5900
DATA,-2.5848,0.0484,140809,-2.5364
DATA,-2.6616,0.0206,140833,-2.6410
DATA,-2.6411,0.1416,140858,-2.4995
DATA,-2.7331,0.1475,140882,-2.5856
DATA,-2.7362,0.1464,140907,-2.5898
DATA,-2.6498,0.1460,140931,-2.5038
DATA,-2.6313,0.1708,140956,-2.4605
DATA,-2.6658,0.0149,140981,-2.6509
DATA,-2.5856,0.1401,141005,-2.4455
DATA,-2.7336,0.0352,141042,-2.6984
DATA,-2.6818,0.0373,141066,-2.6445
DATA,-2.6469,0.0981,141091,-2.5488
DATA,-2.7323,0.1215,141116,-2.6108
DATA,-2.6725,0.0649,141140,-2.6076
DATA,-2.6911,0.0343,141165,-2.6568
DATA,-2.7390,0.1494,141189,-2.5896
DATA,-2.6116,0.0641,141214,-2.5475
DATA,-2.6754,0.1514,141238,-2.5239
DATA,-2.5989,0.0125,141263,-2.5864
DATA,-2.5550,0.1385,141287,-2.4165
DATA,-2.6680,0.1364,141312,-2.5316
DATA,-2.6378,0.0682,141336,-2.5696
DATA,-2.6368,0.1282,141373,-2.5086
DATA,-2.6015,-0.0248,141398,-2.6263
DATA,-2.5659,0.2113,141422,-2.3546
DATA,-2.5729,-0.0433,141447,-2.6161
DATA,-2.6086,0.0361,141471,-2.5725
DATA,-2.6473,0.0344,141496,-2.6129
DATA,-2.7485,0.0666,141520,-2.6819
DATA,-2.5666,0.0382,141545,-2.5284
DATA,-2.7043,0.0758,141570,-2.6286
DATA,-2.6120,0.0389,141594,-2.5731
DATA,-2.5846,0.1557,141619,-2.4289
