%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,-0.3092,-0.0512,48066,-0.3604
DATA,-0.2845,0.0694,48091,-0.2152
DATA,-0.2945,0.0084,48115,-0.2861
DATA,-0.3345,-0.0037,48140,-0.3382
DATA,-0.3330,-0.0452,48164,-0.3782
DATA,-0.3937,0.0115,48189,-0.3821
DATA,-0.3200,-0.1116,48214,-0.4316
DATA,-0.3540,-0.0801,48238,-0.4341
DATA,-0.3386,-0.0188,48263,-0.3574
DATA,-0.2332,-0.0752,48287,-0.3083
DATA,-0.3618,0.0261,48324,-0.3357
DATA,-0.4706,0.0912,48349,-0.3794
DATA,-0.3199,-0.1052,48373,-0.4251
DATA,-0.3105,-0.0621,48398,-0.3726
DATA,-0.3100,-0.1184,48422,-0.4284
DATA,-0.3390,0.0342,48447,-0.3048
DATA,-0.1976,0.1265,48472,-0.0711
DATA,-0.2129,0.0698,48496,-0.1431
DATA,-0.3112,0.0143,48521,-0.2969
DATA,-0.3075,-0.0748,48545,-0.3823
DATA,-0.3210,0.0805,48570,-0.2404
DATA,-0.3227,0.0982,48594,-0.2246
DATA,-0.2742,0.0787,48619,-0.1955
DATA,-0.2836,0.1153,48643,-0.1683
DATA,-0.3725,0.0426,48680,-0.3300
DATA,-0.3486,-0.0279,48705,-0.3766
DATA,-0.3145,0.0092,48729,-0.3053
DATA,-0.3222,-0.0368,48754,-0.3590
DATA,-0.2910,0.0049,48779,-0.2861
DATA,-0.4112,0.0156,48803,-0.3956
DATA,-0.2350,0.0421,48828,-0.1929
DATA,-0.2452,-0.0128,48852,-0.2581
DATA,-0.4221,0.0652,48877,-0.3569
DATA,-0.3409,-0.0262,48901,-0.3671
DATA,-0.3673,0.0049,48926,-0.3624
DATA,-0.2762,0.0478,48951,-0.2284
DATA,-0.3166,0.0755,48975,-0.2410
DATA,-0.3504,0.0692,49012,-0.2812
DATA,-0.2956,0.0037,49037,-0.2920
DATA,-0.3442,-0.0731,49061,-0.4172
DATA,-0.3975,0.0350,49086,-0.3625
DATA,-0.3085,0.0028,49110,-0.3057
DATA,-0.2720,-0.0205,49135,-0.2925
DATA,-0.2371,0.1573,49159,-0.0797
DATA,-0.2683,0.1007,49184,-0.1676
DATA,-0.3004,0.0556,49208,-0.2448
DATA,-0.2742,-0.0116,49233,-0.2857
DATA,-0.3116,0.0464,49258,-0.2652
DATA,-0.3526,-0.0112,49282,-0.3638
DATA,-0.3777,0.0050,49307,-0.3727
DATA,-0.3145,0.0314,49331,-0.2831
DATA,-0.2770,0.0579,49368,-0.2191
DATA,-0.2806,0.0324,49393,-0.2482
DATA,-0.2637,0.0176,49417,-0.2460
DATA,-0.2771,0.1221,49442,-0.1550
DATA,-0.3036,-0.0970,49466,-0.4006
DATA,-0.3887,-0.0380,49491,-0.4267
DATA,-0.2737,-0.0156,49516,-0.2893
DATA,-0.2255,0.0886,49540,-0.1369
DATA,-0.3264,0.0394,49565,-0.2870
DATA,-0.3140,-0.0142,49589,-0.3282
DATA,-0.3552,0.0178,49614,-0.3373
DATA,-0.4285,0.0504,49638,-0.3780
