%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,-0.0037,0.3434,1425370,0.3397
DATA,-0.0294,0.3584,1425394,0.3289
DATA,0.0299,0.2358,1425419,0.2656
DATA,0.0326,0.2960,1425443,0.3286
DATA,0.0006,0.3901,1425468,0.3906
DATA,0.0581,0.4014,1425505,0.4595
DATA,0.0525,0.3272,1425530,0.3797
DATA,0.0216,0.2724,1425554,0.2940
DATA,0.0421,0.4115,1425579,0.4535
DATA,0.0239,0.2849,1425603,0.3089
DATA,0.0444,0.4552,1425628,0.4996
DATA,-0.0272,0.4162,1425652,0.3890
DATA,0.1033,0.3262,1425677,0.4295
DATA,-0.0507,0.2323,1425702,0.1816
DATA,0.0472,0.1897,1425726,0.2369
DATA,0.0377,0.3055,1425751,0.3432
DATA,0.0318,0.4555,1425775,0.4872
DATA,0.0226,0.2621,1425800,0.2847
DATA,0.0158,0.3368,1425825,0.3526
DATA,0.0100,0.4001,1425862,0.4101
DATA,0.0005,0.3778,1425886,0.3783
DATA,0.0749,0.3564,1425911,0.4313
DATA,0.0802,0.4505,1425935,0.5307
DATA,-0.0586,0.4968,1425960,0.4382
DATA,0.0071,0.4217,1425984,0.4287
DATA,0.0435,0.4076,1426009,0.4511
DATA,0.0200,0.3512,1426034,0.3712
DATA,-0.0275,0.3225,1426058,0.2950
DATA,0.0114,0.4021,1426083,0.4135
DATA,-0.0110,0.4521,1426107,0.4411
DATA,0.0146,0.3061,1426132,0.3207
DATA,0.0864,0.3218,1426157,0.4082
DATA,0.0846,0.3383,1426181,0.4228
DATA,0.0117,0.3880,1426218,0.3997
DATA,0.0558,0.2589,1426243,0.3147
DATA,0.0353,0.3632,1426267,0.3985
DATA,0.0145,0.3026,1426292,0.3170
DATA,-0.0562,0.2890,1426317,0.2329
DATA,0.0031,0.2958,1426341,0.2989
DATA,0.0123,0.3220,1426366,0.3343
DATA,0.0088,0.3461,1426390,0.3550
DATA,-0.0172,0.3897,1426415,0.3725
DATA,0.0768,0.2964,1426439,0.3733
DATA,0.0483,0.3478,1426464,0.3961
DATA,-0.0271,0.4336,1426489,0.4065
DATA,-0.0417,0.3880,1426513,0.3463
DATA,0.0167,0.4228,1426538,0.4395
DATA,0.0192,0.4120,1426575,0.4313
DATA,0.0025,0.3885,1426599,0.3910
DATA,0.0162,0.3941,1426624,0.4104
DATA,-0.0156,0.4604,1426649,0.4448
DATA,0.0551,0.3153,1426673,0.3704
DATA,0.0175,0.2504,1426698,0.2679
DATA,0.0093,0.2738,1426722,0.2831
DATA,0.0019,0.4687,1426747,0.4706
DATA,0.0358,0.3640,1426771,0.3998
DATA,0.0333,0.2691,1426796,0.3023
DATA,0.0531,0.3270,1426821,0.3801
DATA,-0.0390,0.3285,1426845,0.2895
DATA,1.2266,0.2854,1426870,1.5120
DATA,7.4517,0.3607,1426894,7.8124
DATA,11.5823,0.4035,1426931,11.9858
DATA,13.2878,0.4020,1426956,13.6898
DATA,15.1558,0.3303,1426981,15.4860
DATA,18.0206,0.4610,1427005,18.4816
DATA,21.7080,0.3648,1427030,22.0728
DATA,24.2031,0.3451,1427054,24.5481
DATA,25.4718,0.3238,1427079,25.7956
DATA,25.0340,0.3101,1427103,25.3440
DATA,22.1815,0.3831,1427128,22.5645
DATA,18.2682,0.3727,1427153,18.6408
DATA,17.0685,0.2922,1427177,17.3607
DATA,17.6822,0.4730,1427202,18.1552
DATA,14.5988,0.4039,1427226,15.0028
DATA,4.3034,0.4484,1427263,4.7518
DATA,0.0830,0.3293,1427288,0.4123
DATA,0.0198,0.5172,1427312,0.5370
DATA,-0.0011,0.3284,1427337,0.3273
DATA,-0.0479,0.3023,1427362,0.2545
DATA,0.0037,0.3702,1427386,0.3739
DATA,0.0132,0.3374,1427411,0.3506
DATA,0.0309,0.4008,1427435,0.4317
DATA,0.0182,0.3865,1427460,0.4047
DATA,0.0409,0.3935,1427485,0.4344
DATA,0.0445,0.3441,1427509,0.3886
DATA,-0.0036,0.3434,1427534,0.3398
DATA,0.0307,0.4024,1427558,0.4331
DATA,0.0272,0.3430,1427583,0.3702
DATA,0.2149,0.3400,1427620,0.5549
DATA,6.0515,0.4759,1427644,6.5274
DATA,8.7987,0.2829,1427669,9.0816
DATA,10.2023,0.3432,1427694,10.5455
DATA,12.3381,0.3003,1427718,12.6383
DATA,13.3543,0.3490,1427743,13.7033
DATA,14.4983,0.4052,1427767,14.9034
DATA,15.8445,0.3442,1427792,16.1887
DATA,16.5817,0.2917,1427817,16.8734
DATA,17.8138,0.2340,1427841,18.0479
DATA,19.5652,0.2894,1427866,19.8546
DATA,20.9467,0.3182,1427890,21.2648
DATA,20.6669,0.4865,1427915,21.1535
DATA,18.2019,0.2666,1427940,18.4685
DATA,9.5625,0.3008,1427976,9.8633
DATA,1.0465,0.4335,1428001,1.4800
DATA,0.0374,0.3515,1428026,0.3889
DATA,-0.0509,0.2543,1428050,0.2034
DATA,0.0556,0.4055,1428075,0.4611
DATA,-0.0301,0.3931,1428099,0.3630
DATA,0.0118,0.3520,1428124,0.3638
DATA,-0.0523,0.3602,1428149,0.3079
DATA,0.0505,0.4176,1428173,0.4681
DATA,0.1073,0.5066,1428198,0.6139
DATA,3.4093,0.3976,1428222,3.8069
DATA,6.4074,0.3256,1428247,6.7330
DATA,8.8969,0.3662,1428272,9.2631
DATA,12.0868,0.3891,1428296,12.4758
DATA,15.9262,0.3161,1428333,16.2423
DATA,17.8427,0.2867,1428358,18.1294
DATA,18.5099,0.3673,1428382,18.8772
DATA,19.1717,0.2710,1428407,19.4427
DATA,19.1720,0.3308,1428431,19.5027
DATA,19.6149,0.2405,1428456,19.8554
DATA,19.3282,0.4188,1428481,19.7470
DATA,19.1739,0.3838,1428505,19.5577
DATA,20.3855,0.4090,1428530,20.7945
DATA,21.7561,0.4226,1428554,22.1787
DATA,22.3559,0.3443,1428579,22.7003
DATA,22.9034,0.3868,1428604,23.2902
DATA,25.2384,0.1839,1428628,25.4223
DATA,27.2017,0.3603,1428653,27.5620
DATA,26.4391,0.3038,1428690,26.7429
DATA,25.2795,0.3051,1428714,25.5846
DATA,25.4764,0.3938,1428739,25.8702
DATA,24.8413,0.3584,1428763,25.1997
DATA,22.0982,0.4231,1428788,22.5213
DATA,17.1553,0.4828,1428813,17.6381
DATA,8.4224,0.4139,1428837,8.8363
DATA,0.3896,0.4192,1428862,0.8088
DATA,0.0689,0.3253,1428886,0.3941
DATA,0.0521,0.3155,1428911,0.3676
DATA,0.0238,0.3880,1428936,0.4118
DATA,0.0308,0.4389,1428960,0.4696
DATA,-0.0013,0.3035,1428985,0.3023
DATA,0.0847,0.3413,1429009,0.4259
DATA,0.0847,0.3424,1429046,0.4271
DATA,0.0166,0.2458,1429071,0.2625
DATA,0.0191,0.4301,1429095,0.4492
DATA,0.0111,0.4019,1429120,0.4130
DATA,-0.0399,0.3401,1429145,0.3002
DATA,0.0177,0.4082,1429169,0.4259
DATA,0.0095,0.3285,1429194,0.3379
DATA,-0.0289,0.3934,1429218,0.3646
DATA,1.1730,0.4470,1429243,1.6201
DATA,3.2350,0.3228,1429268,3.5578
DATA,5.1274,0.3489,1429292,5.4763
DATA,6.6921,0.3468,1429317,7.0389
DATA,8.1961,0.4848,1429341,8.6810
DATA,9.5840,0.3600,1429378,9.9440
DATA,10.3845,0.4152,1429403,10.7997
DATA,11.2623,0.3361,1429427,11.5984
DATA,11.5413,0.3256,1429452,11.8668
DATA,11.1360,0.4055,1429477,11.5414
DATA,10.9292,0.2386,1429501,11.1679
DATA,10.2372,0.4260,1429526,10.6632
DATA,9.9178,0.2597,1429550,10.1775
DATA,10.2471,0.3824,1429575,10.6294
DATA,10.1425,0.3521,1429600,10.4946
DATA,10.0949,0.3794,1429624,10.4743
DATA,10.3715,0.4195,1429649,10.7910
DATA,10.4972,0.3300,1429673,10.8272
DATA,10.4777,0.3695,1429698,10.8472
DATA,10.6754,0.2597,1429735,10.9351
DATA,10.7194,0.3728,1429759,11.0922
DATA,11.3219,0.2682,1429784,11.5901
DATA,11.2404,0.4037,1429809,11.6441
DATA,10.8170,0.2997,1429833,11.1167
DATA,10.9565,0.3520,1429858,11.3085
DATA,11.0702,0.4108,1429882,11.4810
DATA,10.4400,0.3821,1429907,10.8221
DATA,10.1245,0.2542,1429932,10.3787
DATA,10.5885,0.3813,1429956,10.9698
DATA,9.8354,0.3302,1429981,10.1656
DATA,8.5737,0.2637,1430005,8.8374
DATA,7.5402,0.3007,1430030,7.8409
DATA,6.0356,0.2009,1430055,6.2365
DATA,1.6609,0.4133,1430091,2.0742
DATA,0.0014,0.3937,1430116,0.3952
DATA,-0.0012,0.4011,1430141,0.3998
DATA,-0.0291,0.3632,1430165,0.3340
DATA,-0.0000,0.4130,1430190,0.4130
DATA,0.0507,0.3578,1430214,0.4085
DATA,0.0329,0.2870,1430239,0.3200
DATA,0.0947,0.2441,1430264,0.3388
DATA,0.0570,0.4789,1430288,0.5359
DATA,0.0787,0.3830,1430313,0.4616
DATA,-0.0070,0.3404,1430337,0.3333
DATA,0.0657,0.4468,1430362,0.5126
DATA,0.0683,0.3111,1430387,0.3794
DATA,0.0273,0.4194,1430411,0.4467
DATA,0.0598,0.4640,1430448,0.5237
DATA,0.0283,0.2469,1430473,0.2752
DATA,0.0743,0.3714,1430497,0.4457
DATA,-0.0055,0.5285,1430522,0.5230
DATA,0.0221,0.4321,1430546,0.4543
DATA,0.0412,0.4877,1430571,0.5288
DATA,0.0557,0.3454,1430596,0.4010
DATA,0.0535,0.4557,1430620,0.5092
DATA,0.0010,0.4013,1430645,0.4023
DATA,0.0418,0.4033,1430669,0.4450
DATA,-0.0037,0.3565,1430694,0.3528
DATA,0.0717,0.2469,1430719,0.3186
DATA,0.0179,0.4088,1430743,0.4266
DATA,-0.0022,0.4550,1430768,0.4528
DATA,-0.0011,0.3671,1430805,0.3661
DATA,0.0597,0.3055,1430829,0.3651
DATA,0.0374,0.3454,1430854,0.3828
DATA,-0.0217,0.2891,1430878,0.2674
DATA,0.0596,0.3866,1430903,0.4461
DATA,0.0738,0.2695,1430928,0.3433
DATA,0.0102,0.4754,1430952,0.4855
DATA,0.0526,0.4504,1430977,0.5030
DATA,0.0646,0.3813,1431001,0.4459
DATA,0.0355,0.3202,1431026,0.3557
DATA,0.0261,0.2436,1431050,0.2697
DATA,0.0057,0.3242,1431075,0.3299
DATA,0.0690,0.3276,1431100,0.3966
DATA,0.0350,0.4763,1431137,0.5112
DATA,0.0679,0.3645,1431161,0.4324
DATA,0.0019,0.3415,1431186,0.3434
DATA,0.0067,0.4400,1431210,0.4467
DATA,0.0459,0.3643,1431235,0.4102
DATA,0.0716,0.3669,1431259,0.4384
DATA,0.0414,0.3917,1431284,0.4330
DATA,-0.0072,0.4156,1431309,0.4084
DATA,-0.0389,0.3339,1431333,0.2949
DATA,-0.0084,0.4432,1431358,0.4347
DATA,0.0771,0.3694,1431382,0.4465
DATA,0.0475,0.3943,1431407,0.4418
DATA,0.0063,0.4662,1431432,0.4725
DATA,0.0339,0.3520,1431456,0.3859
DATA,-0.0258,0.2974,1431493,0.2716
DATA,-0.0763,0.4563,1431518,0.3801
DATA,0.0002,0.3197,1431542,0.3199
DATA,0.0692,0.3462,1431567,0.4154
DATA,0.0246,0.3920,1431591,0.4166
DATA,0.0108,0.3820,1431616,0.3928
DATA,0.0085,0.2907,1431641,0.2992
DATA,-0.0257,0.4535,1431665,0.4278
DATA,0.0368,0.4824,1431690,0.5192
DATA,0.0376,0.4261,1431714,0.4637
DATA,0.0781,0.3458,1431739,0.4238
DATA,0.0275,0.2369,1431764,0.2645
DATA,-0.0088,0.4107,1431788,0.4019
DATA,0.0127,0.3615,1431813,0.3742
DATA,0.0290,0.3805,1431850,0.4095
DATA,0.0330,0.4244,1431874,0.4575
DATA,0.0846,0.3694,1431899,0.4539
DATA,0.0270,0.2148,1431923,0.2418
