%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,-2.2035,0.1053,238729,-2.0982
DATA,-2.0876,0.1590,238753,-1.9286
DATA,-2.1949,0.0964,238778,-2.0985
DATA,-2.2638,0.0104,238802,-2.2535
DATA,-2.2959,-0.0308,238839,-2.3268
DATA,-2.2279,0.1028,238864,-2.1251
DATA,-2.3246,0.0894,238888,-2.2353
DATA,-2.1589,0.0715,238913,-2.0873
DATA,-2.2516,0.0892,238937,-2.1624
DATA,-2.3312,0.1302,238962,-2.2010
DATA,-2.1760,0.2075,238986,-1.9685
DATA,-2.3384,0.1825,239011,-2.1559
DATA,-2.1789,0.1876,239036,-1.9914
DATA,-2.2181,0.0163,239060,-2.2018
DATA,-2.2614,0.0806,239085,-2.1807
DATA,-2.1929,0.0815,239109,-2.1114
DATA,-2.2325,0.1633,239134,-2.0693
DATA,-2.3083,0.0892,239158,-2.2191
DATA,-2.2218,0.2128,239195,-2.0090
DATA,-2.1726,0.1249,239220,-2.0477
DATA,-2.3161,0.2043,239244,-2.1118
DATA,-2.2024,0.1301,239269,-2.0724
DATA,-2.1682,0.0757,239293,-2.0926
DATA,-2.3350,0.0886,239318,-2.2464
DATA,-2.2645,0.0938,239342,-2.1706
DATA,-2.2423,0.1026,239367,-2.1397
DATA,-2.1954,0.2501,239392,-1.9453
DATA,-2.2199,0.1197,239416,-2.1002
DATA,-2.2499,0.1568,239441,-2.0931
DATA,-2.1731,0.1569,239465,-2.0162
DATA,-2.2047,0.1502,239490,-2.0545
DATA,-2.2507,0.2008,239527,-2.0499
DATA,-2.2881,0.1597,239551,-2.1284
DATA,-2.3530,0.1114,239576,-2.2416
DATA,-2.3388,-0.0061,239600,-2.3449
DATA,-2.2344,0.0078,239625,-2.2266
DATA,-2.2309,0.1434,239649,-2.0875
DATA,-2.2338,0.1199,239674,-2.1139
DATA,-2.4233,0.1707,239698,-2.2526
DATA,-2.2312,0.1755,239723,-2.0557
DATA,-2.2920,0.0242,239747,-2.2678
DATA,-2.2750,0.1507,239772,-2.1243
DATA,-2.2676,0.0248,239797,-2.2428
DATA,-2.2983,0.2297,239821,-2.0686
DATA,-2.1767,0.1711,239846,-2.0056
DATA,-2.2365,0.1114,239883,-2.1251
DATA,-2.3364,0.0067,239907,-2.3296
DATA,-2.3093,0.0676,239932,-2.2416
DATA,-2.2853,0.1724,239956,-2.1129
DATA,-2.2215,0.2219,239981,-1.9996
DATA,-2.2738,0.0868,240005,-2.1870
DATA,-2.2164,0.1461,240030,-2.0703
DATA,-2.2524,-0.0598,240054,-2.3123
DATA,-2.4342,0.1701,240079,-2.2641
DATA,-2.4706,-0.0146,240104,-2.4852
DATA,-2.3874,0.1690,240128,-2.2184
DATA,-2.4440,0.0590,240153,-2.3850
DATA,-2.5557,0.2764,240177,-2.2792
DATA,-2.4555,0.1038,240214,-2.3517
DATA,-2.4425,0.1373,240239,-2.3052
DATA,-2.3627,0.1871,240263,-2.1757
DATA,-2.4046,0.0865,240288,-2.3181
DATA,-2.5054,0.1644,240312,-2.3410
DATA,-2.5485,0.1725,240337,-2.3760
DATA,-2.5056,0.1604,240361,-2.3452
DATA,-2.5220,0.0902,240386,-2.4317
DATA,-2.4778,0.0526,240410,-2.4253
DATA,-2.4650,0.1279,240435,-2.3371
DATA,-2.5075,0.0893,240459,-2.4182
DATA,-2.5659,0.0600,240484,-2.5059
DATA,-2.4805,0.1379,240509,-2.3426
DATA,-2.8133,0.0087,240533,-2.8045
DATA,-5.5025,0.1601,240570,-5.3424
DATA,-8.4999,0.0827,240595,-8.4172
DATA,-9.3146,0.0845,240619,-9.2301
DATA,-10.2558,0.0389,240644,-10.2169
DATA,-10.7595,0.1627,240668,-10.5968
DATA,-12.7370,0.1186,240693,-12.6184
DATA,-14.2513,0.1818,240717,-14.0695
DATA,-14.8145,0.0809,240742,-14.7336
DATA,-15.5231,0.0994,240766,-15.4237
DATA,-15.8589,0.0023,240791,-15.8566
DATA,-15.9975,0.1427,240815,-15.8548
DATA,-16.5532,0.1836,240840,-16.3696
DATA,-16.6442,0.1792,240865,-16.4650
DATA,-15.9471,0.0847,240901,-15.8623
DATA,-15.2918,0.1349,240926,-15.1569
DATA,-13.6322,0.1807,240950,-13.4515
DATA,-10.5062,0.0935,240975,-10.4128
DATA,-6.3102,0.0866,241000,-6.2235
DATA,-3.1700,0.1275,241024,-3.0425
DATA,-2.5888,0.1786,241049,-2.4102
DATA,-2.5486,0.1766,241073,-2.3720
DATA,-2.6155,0.0879,241098,-2.5275
DATA,-2.6808,0.1737,241122,-2.5070
DATA,-2.6271,0.0972,241147,-2.5299
DATA,-2.5794,0.0206,241171,-2.5588
DATA,-2.6038,0.1024,241196,-2.5015
DATA,-2.5301,0.1843,241233,-2.3458
DATA,-2.4897,0.1683,241257,-2.3214
DATA,-2.6730,0.0982,241282,-2.5749
DATA,-2.4664,0.1957,241306,-2.2707
DATA,-2.6124,0.1131,241331,-2.4994
DATA,-2.5932,0.2045,241356,-2.3888
DATA,-2.6654,0.0224,241380,-2.6430
DATA,-2.5285,0.1419,241405,-2.3866
DATA,-2.5270,0.0649,241429,-2.4621
DATA,-2.4489,0.1383,241454,-2.3106
DATA,-2.6064,0.2283,241478,-2.3781
DATA,-2.6625,0.0761,241503,-2.5864
DATA,-2.4874,0.0535,241527,-2.4339
DATA,-2.5636,0.1673,241552,-2.3963
DATA,-2.5507,0.1527,241589,-2.3980
DATA,-2.6209,0.1722,241613,-2.4486
DATA,-2.6269,0.1574,241638,-2.4695
DATA,-2.5840,0.0956,241662,-2.4884
DATA,-2.6354,0.1420,241687,-2.4934
DATA,-2.6386,0.1347,241712,-2.5039
DATA,-2.5557,0.1607,241736,-2.3950
DATA,-2.4538,0.2354,241761,-2.2184
DATA,-3.1176,0.1852,241785,-2.9325
DATA,-6.6085,0.0542,241810,-6.5544
DATA,-8.0687,0.1197,241834,-7.9490
DATA,-10.0247,0.0493,241859,-9.9754
DATA,-11.9516,0.1662,241883,-11.7854
DATA,-12.8757,0.0453,241920,-12.8305
DATA,-12.6733,0.0745,241945,-12.5988
DATA,-12.6970,0.0102,241969,-12.6867
