%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,0.0624,-2.1673,302464,-2.1050
DATA,0.0801,-2.1521,302645,-2.0720
DATA,0.0461,-2.1521,302825,-2.1060
DATA,0.0333,-2.1384,303006,-2.1050
DATA,0.0633,-2.1707,303187,-2.1074
DATA,0.0570,-2.1638,303368,-2.1068
DATA,0.0651,-2.1712,303549,-2.1060
DATA,0.2033,-1.7203,303730,-1.5170
DATA,0.3760,-1.9160,303911,-1.5400
DATA,-0.2465,-2.6373,304092,-2.8838
DATA,0.0443,-2.8769,304363,-2.8326
DATA,-0.1194,-1.7781,304544,-1.8974
DATA,0.0574,-2.4407,304725,-2.3833
DATA,-0.0705,-2.0906,304906,-2.1610
DATA,-0.2211,-2.2055,305086,-2.4266
DATA,-3.8907,-1.9546,305267,-5.8453
DATA,0.0006,-2.6457,305448,-2.6451
DATA,-0.1457,-2.5743,305629,-2.7200
DATA,0.0076,-2.3820,305810,-2.3744
DATA,-0.1016,-4.9802,306081,-5.0818
DATA,-0.3768,-7.0659,306262,-7.4427
DATA,-3.0358,-1.9339,306443,-4.9697
DATA,-0.3379,-33.6721,306624,-34.0100
DATA,-30.4757,-105.3119,306805,-135.7876
DATA,-66.2976,-190.2372,306986,-256.5348
DATA,-79.1058,-195.4739,307167,-274.5797
DATA,-83.5310,-166.7577,307348,-250.2887
DATA,-26.8475,-48.2591,307528,-75.1066
DATA,0.0003,-2.4284,307709,-2.4281
DATA,-0.1321,-2.4851,307981,-2.6172
DATA,-0.0539,-2.9743,308162,-3.0282
DATA,-1.4538,-36.8065,308342,-38.2603
DATA,-24.5762,-85.1961,308523,-109.7723
DATA,-50.3757,-125.4640,308704,-175.8397
DATA,-58.9766,-141.1299,308885,-200.1064
DATA,-66.0824,-150.6216,309066,-216.7040
DATA,-72.3633,-162.1584,309247,-234.5217
DATA,-78.6947,-170.1361,309428,-248.8309
DATA,-31.2171,-11.2846,309699,-42.5017
DATA,-0.0074,-2.5970,309880,-2.6044
DATA,-0.2684,-2.5677,310061,-2.8361
DATA,-0.0928,-2.4249,310242,-2.5177
DATA,-0.2725,-14.2559,310423,-14.5284
DATA,-24.8862,-82.4837,310604,-107.3699
DATA,-79.9636,-144.1184,310784,-224.0820
DATA,-137.6409,-142.1030,310965,-279.7439
DATA,-179.1954,-136.3224,311146,-315.5178
DATA,-203.8196,-138.0950,311327,-341.9146
DATA,-211.3471,-150.5816,311598,-361.9287
DATA,-175.2988,-92.4183,311779,-267.7171
DATA,-58.0963,-11.1952,311960,-69.2915
DATA,-1.2186,-2.8537,312141,-4.0723
DATA,-0.3600,-2.8713,312322,-3.2313
DATA,-0.2751,-2.7015,312503,-2.9766
DATA,-0.2064,-2.6769,312684,-2.8833
DATA,-0.1863,-2.0427,312865,-2.2290
