%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,34.8409,33.4911,383578,68.3320
DATA,34.8974,33.6672,383602,68.5646
DATA,34.1331,33.0380,383627,67.1710
DATA,34.9664,33.2598,383651,68.2262
DATA,36.2750,34.0317,383676,70.3067
DATA,36.0704,34.6100,383713,70.6804
DATA,35.3408,34.4797,383737,69.8205
DATA,35.1535,34.2012,383762,69.3547
DATA,35.5396,33.7913,383786,69.3310
DATA,35.4788,33.1007,383811,68.5795
DATA,35.4506,32.0749,383835,67.5255
DATA,35.1983,31.8579,383860,67.0562
DATA,34.3007,30.8762,383884,65.1769
DATA,32.1950,28.4901,383909,60.6850
DATA,28.3053,24.3587,383933,52.6639
DATA,23.2838,19.2618,383958,42.5457
DATA,17.0850,10.2818,383982,27.3669
DATA,10.9165,2.8331,384007,13.7496
DATA,5.0366,1.4428,384031,6.4794
DATA,0.6996,1.2688,384068,1.9685
DATA,0.6300,1.5248,384093,2.1548
DATA,0.7015,1.5591,384117,2.2606
DATA,0.8134,1.5754,384142,2.3888
DATA,0.7042,1.5782,384166,2.2825
DATA,0.7737,1.5091,384191,2.2829
DATA,0.8566,1.7139,384215,2.5705
DATA,0.9120,1.6834,384240,2.5954
DATA,0.7410,1.4676,384264,2.2086
DATA,0.7835,1.5202,384289,2.3037
DATA,0.8155,1.7128,384313,2.5283
DATA,0.8047,1.6303,384338,2.4350
DATA,0.7147,1.5046,384362,2.2193
DATA,0.7179,1.5286,384399,2.2465
DATA,0.6980,1.5137,384424,2.2116
DATA,0.8444,1.5222,384448,2.3666
DATA,0.7275,1.5332,384473,2.2606
DATA,0.8178,1.6427,384497,2.4605
DATA,0.6979,4.2309,384522,4.9288
DATA,2.3960,8.2695,384546,10.6655
DATA,4.6725,8.6411,384571,13.3136
DATA,6.8354,8.4823,384595,15.3177
DATA,7.4123,11.5380,384620,18.9503
DATA,8.2296,14.4344,384644,22.6640
DATA,10.2454,16.3668,384669,26.6122
DATA,12.3851,17.1765,384693,29.5616
DATA,14.3511,18.0748,384718,32.4259
DATA,15.1904,22.8099,384755,38.0003
DATA,16.1166,26.6052,384779,42.7217
DATA,16.2897,28.7976,384804,45.0873
DATA,17.6345,29.7548,384828,47.3894
DATA,18.6117,29.4243,384853,48.0360
DATA,20.0575,30.2130,384877,50.2705
DATA,21.5715,31.4349,384902,53.0065
DATA,22.1740,32.4075,384926,54.5815
DATA,21.9297,33.4547,384951,55.3844
DATA,21.6406,34.6806,384975,56.3212
DATA,21.7727,36.0492,385000,57.8220
DATA,22.4238,36.8301,385025,59.2539
DATA,22.9210,36.7128,385049,59.6338
DATA,23.1947,36.6362,385086,59.8308
DATA,23.1919,37.2604,385110,60.4522
DATA,23.4284,37.6678,385135,61.0962
DATA,23.6078,37.3947,385159,61.0026
DATA,23.5508,36.1077,385184,59.6586
DATA,23.9880,36.0769,385208,60.0649
DATA,24.2469,37.3364,385233,61.5834
DATA,24.4171,37.3430,385258,61.7600
DATA,24.2376,36.5481,385282,60.7857
DATA,23.1500,36.0589,385307,59.2089
DATA,22.6224,36.4241,385331,59.0464
DATA,24.0387,36.5155,385356,60.5542
DATA,25.8025,36.4405,385380,62.2429
DATA,26.1762,37.6163,385405,63.7925
DATA,26.1389,37.8991,385441,64.0380
DATA,26.2353,37.2593,385466,63.4945
DATA,26.1052,36.7327,385491,62.8378
DATA,25.6103,36.7310,385515,62.3412
DATA,25.7345,37.5704,385540,63.3048
DATA,26.7106,37.2912,385564,64.0018
DATA,27.3092,36.4103,385589,63.7195
DATA,26.4236,35.7722,385613,62.1959
DATA,25.6370,36.1548,385638,61.7918
DATA,26.2870,35.6954,385662,61.9823
DATA,26.4183,35.0913,385687,61.5096
DATA,25.7069,34.8139,385711,60.5208
DATA,24.7940,35.2561,385736,60.0501
DATA,24.0754,35.3153,385773,59.3907
DATA,24.6083,35.5609,385797,60.1691
DATA,25.3045,35.1051,385822,60.4096
DATA,24.4392,35.0836,385846,59.5228
DATA,23.4458,34.1697,385871,57.6155
DATA,23.6859,33.9386,385895,57.6245
DATA,24.2404,34.3957,385920,58.6362
DATA,23.8568,34.9569,385944,58.8137
DATA,22.5168,33.7503,385969,56.2671
DATA,21.0735,32.1356,385993,53.2091
DATA,18.4029,28.7117,386018,47.1146
DATA,12.8457,22.3869,386042,35.2326
DATA,5.9774,13.6019,386067,19.5793
DATA,1.5827,3.8415,386104,5.4242
DATA,0.6009,1.8416,386128,2.4426
DATA,0.6738,1.6232,386153,2.2971
DATA,0.6996,1.5480,386177,2.2476
DATA,0.5996,1.3981,386202,1.9977
DATA,0.6862,1.5191,386226,2.2054
DATA,0.7979,1.6418,386251,2.4397
DATA,0.8099,1.6598,386275,2.4697
DATA,0.7857,1.5226,386300,2.3083
DATA,0.7848,1.5415,386324,2.3263
DATA,0.8149,1.7437,386349,2.5586
DATA,0.8788,1.8330,386373,2.7118
DATA,0.7315,1.4706,386398,2.2021
DATA,0.7397,1.5717,386422,2.3114
DATA,0.8087,1.5673,386459,2.3760
DATA,0.8042,1.7718,386484,2.5761
DATA,0.7230,1.4857,386508,2.2087
DATA,0.7664,1.4786,386533,2.2449
DATA,0.7860,1.6440,386557,2.4300
DATA,0.7262,1.5783,386582,2.3045
DATA,0.7182,1.6080,386606,2.3262
DATA,0.7191,1.5647,386631,2.2838
DATA,0.7702,1.5591,386655,2.3292
DATA,0.7413,1.5908,386680,2.3321
DATA,0.7911,1.7008,386705,2.4919
DATA,0.7811,1.4377,386729,2.2188
DATA,0.7624,1.7554,386754,2.5178
DATA,0.7685,1.6357,386790,2.4042
DATA,0.7900,1.4401,386815,2.2301
DATA,0.7242,5.5281,386839,6.2522
DATA,1.6653,11.7893,386864,13.4546
DATA,3.2670,13.1440,386888,16.4110
DATA,4.6527,14.0103,386913,18.6630
DATA,5.6651,15.8354,386938,21.5005
DATA,5.9412,17.7109,386962,23.6520
DATA,6.3511,20.0405,386987,26.3916
DATA,7.1789,21.3760,387011,28.5549
DATA,7.2596,20.7823,387036,28.0418
DATA,7.4869,20.5905,387060,28.0774
DATA,7.8607,21.3632,387085,29.2239
DATA,8.6108,21.5833,387109,30.1942
DATA,8.8729,21.0651,387146,29.9380
DATA,8.4491,20.4906,387171,28.9396
DATA,8.0264,20.6557,387195,28.6821
DATA,8.1140,21.3284,387220,29.4423
DATA,8.7197,22.1019,387244,30.8216
DATA,8.9921,21.8793,387269,30.8714
DATA,8.8160,21.8656,387293,30.6817
DATA,8.6562,22.6959,387318,31.3520
DATA,9.1456,23.5170,387342,32.6627
DATA,9.8722,23.5535,387367,33.4257
DATA,10.0318,23.4251,387391,33.4569
DATA,9.7816,23.5944,387416,33.3760
DATA,9.8349,23.2519,387440,33.0868
DATA,10.1318,23.3691,387477,33.5009
DATA,10.3099,24.2031,387502,34.5129
DATA,10.5606,25.8295,387526,36.3901
DATA,10.8110,26.1896,387551,37.0006
DATA,11.1871,26.0993,387575,37.2864
DATA,11.5835,25.7734,387600,37.3569
DATA,11.5902,25.4877,387624,37.0779
DATA,11.8031,25.5033,387649,37.3064
DATA,12.1952,26.7138,387673,38.9090
DATA,12.8052,27.1413,387698,39.9465
DATA,13.5744,26.9221,387722,40.4965
DATA,13.3647,26.8530,387747,40.2177
DATA,12.8118,27.0876,387771,39.8993
DATA,13.4184,27.7952,387796,41.2136
DATA,14.4677,29.1396,387833,43.6073
DATA,14.7753,29.7150,387857,44.4903
DATA,14.2514,28.9401,387882,43.1915
DATA,13.4883,28.1838,387906,41.6721
DATA,13.6801,28.6343,387931,42.3144
DATA,14.4498,29.4529,387955,43.9027
DATA,15.0848,30.7935,387980,45.8783
DATA,15.9317,31.4850,388004,47.4167
DATA,15.8909,31.2622,388029,47.1532
DATA,15.9901,31.4651,388053,47.4552
DATA,16.9218,32.1879,388078,49.1097
DATA,17.2625,31.9561,388102,49.2187
DATA,17.2103,32.1264,388127,49.3367
DATA,17.6223,32.7281,388164,50.3504
DATA,18.4843,32.9612,388188,51.4455
DATA,19.0139,33.3139,388213,52.3279
DATA,19.1785,33.7186,388237,52.8970
DATA,19.3417,34.1374,388262,53.4792
DATA,19.6478,34.1145,388286,53.7624
DATA,19.4603,33.6575,388311,53.1178
DATA,18.9143,33.4888,388335,52.4032
DATA,18.8000,33.2862,388360,52.0861
DATA,19.2064,33.6653,388384,52.8717
DATA,20.0353,33.8645,388409,53.8997
DATA,19.8035,33.6526,388433,53.4562
DATA,19.1966,33.8242,388458,53.0209
DATA,19.0004,33.9217,388495,52.9222
DATA,19.2512,34.0068,388519,53.2580
DATA,19.3842,34.5330,388544,53.9171
DATA,19.6208,34.9119,388568,54.5327
DATA,20.0015,34.3997,388593,54.4012
DATA,20.3384,34.3735,388617,54.7119
DATA,20.4076,34.6379,388642,55.0455
DATA,20.6914,34.7386,388666,55.4301
DATA,21.2664,35.5466,388691,56.8129
DATA,21.7767,35.9923,388715,57.7690
DATA,21.6703,36.1329,388740,57.8032
DATA,22.0774,36.2787,388765,58.3561
DATA,23.0122,36.3956,388789,59.4078
DATA,23.2067,36.4637,388814,59.6704
DATA,22.4613,36.9029,388850,59.3642
DATA,22.2208,37.4383,388875,59.6590
DATA,22.8098,38.5913,388899,61.4012
DATA,24.0819,39.4333,388924,63.5152
DATA,24.4297,39.0394,388948,63.4691
DATA,24.1027,38.5116,388973,62.6144
DATA,23.5827,38.2698,388998,61.8526
DATA,23.7864,38.2462,389022,62.0326
DATA,24.2789,38.2010,389047,62.4799
DATA,24.1108,38.5349,389071,62.6457
DATA,23.2892,38.6566,389096,61.9458
DATA,22.7325,38.3413,389120,61.0738
DATA,22.7167,38.3259,389145,61.0427
DATA,22.8586,38.9231,389181,61.7816
DATA,23.4558,39.4119,389206,62.8677
DATA,23.8276,39.3492,389231,63.1769
DATA,24.0651,38.4420,389255,62.5071
DATA,24.2687,38.1577,389280,62.4264
DATA,24.2501,38.7881,389304,63.0382
DATA,24.9645,39.4516,389329,64.4161
DATA,25.3657,40.2466,389353,65.6123
DATA,25.3811,40.4048,389378,65.7859
DATA,25.3849,40.4345,389402,65.8194
DATA,25.1648,40.4925,389427,65.6572
DATA,24.6916,40.2361,389451,64.9277
DATA,24.8382,39.8536,389476,64.6918
DATA,26.0633,40.0652,389500,66.1284
DATA,26.2470,40.5542,389537,66.8012
DATA,25.7901,40.2771,389562,66.0672
DATA,25.9919,40.6206,389586,66.6125
DATA,26.8368,40.4121,389611,67.2489
DATA,26.9103,39.7552,389635,66.6655
DATA,26.3871,38.2498,389660,64.6369
DATA,26.8008,39.2709,389684,66.0716
DATA,28.1486,40.9220,389709,69.0705
DATA,29.3009,41.5305,389733,70.8315
DATA,28.9289,41.1830,389758,70.1119
DATA,28.1270,41.5692,389782,69.6962
DATA,27.4027,41.8414,389807,69.2441
DATA,26.9327,40.8819,389831,67.8146
DATA,26.5869,40.3056,389868,66.8925
DATA,26.9064,40.8035,389893,67.7099
DATA,27.8325,41.6380,389917,69.4706
DATA,28.4766,41.3143,389942,69.7910
DATA,28.0389,41.7765,389966,69.8155
DATA,26.9177,43.7835,389991,70.7012
DATA,27.4106,45.2142,390015,72.6248
DATA,28.1864,46.2640,390040,74.4504
DATA,27.7709,46.2817,390064,74.0527
DATA,26.2600,45.5930,390089,71.8530
DATA,25.8278,45.1514,390113,70.9791
DATA,27.0656,46.0980,390138,73.1636
DATA,28.1841,45.8800,390162,74.0641
DATA,28.0162,44.8685,390187,72.8847
DATA,27.3522,43.4699,390224,70.8221
DATA,26.6654,43.9289,390248,70.5944
DATA,26.8559,44.2600,390273,71.1160
DATA,27.7686,45.1512,390297,72.9198
DATA,28.6685,45.6016,390322,74.2701
DATA,28.9221,45.6700,390346,74.5921
DATA,29.0620,45.6239,390371,74.6859
DATA,29.4527,45.1111,390395,74.5637
DATA,30.1616,45.4993,390420,75.6609
DATA,30.9287,45.5447,390445,76.4734
DATA,30.7877,45.2901,390469,76.0779
DATA,30.9227,45.0968,390494,76.0195
DATA,31.5178,45.3857,390518,76.9035
DATA,31.7857,44.8411,390555,76.6268
DATA,31.3062,44.6732,390579,75.9794
DATA,30.9193,44.5160,390604,75.4353
DATA,31.2345,44.3179,390628,75.5523
DATA,31.7342,44.6038,390653,76.3379
DATA,31.4144,44.4042,390677,75.8186
DATA,31.0644,44.0161,390702,75.0805
DATA,31.0573,43.8276,390727,74.8849
