%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,0.0925,-0.2897,240868,-0.1972
DATA,0.1178,-0.4252,241049,-0.3074
DATA,0.1505,-0.2489,241231,-0.0984
DATA,0.1200,-0.4409,241412,-0.3209
DATA,0.2165,-0.0904,241593,0.1262
DATA,0.1006,-0.4392,241775,-0.3386
DATA,0.1244,-0.0940,241956,0.0303
DATA,0.3288,-0.0894,242138,0.2394
DATA,0.0312,0.1605,242410,0.1917
DATA,0.6842,0.4543,242591,1.1385
DATA,0.1362,-1.0057,242772,-0.8695
DATA,0.0437,-0.3827,242954,-0.3389
DATA,-0.0294,-0.2188,243135,-0.2483
DATA,0.0755,0.6241,243317,0.6997
DATA,11.5117,-47.2986,243498,-35.7869
DATA,-7.1955,-114.7527,243679,-121.9482
DATA,-58.7314,-247.8405,243861,-306.5718
DATA,-152.7080,-369.2882,244042,-521.9963
DATA,-118.7627,-353.2372,244314,-471.9999
DATA,-148.0226,-414.4136,244496,-562.4362
DATA,-189.6091,-187.4899,244677,-377.0989
DATA,-5.7695,0.3760,244858,-5.3934
DATA,-0.1233,-0.9076,245040,-1.0308
DATA,-0.0215,0.5391,245221,0.5176
DATA,0.2611,1.5033,245403,1.7643
DATA,-8.1219,-49.6895,245584,-57.8114
DATA,-121.7416,-304.3072,245765,-426.0488
DATA,-219.6041,-465.7042,245947,-685.3083
DATA,-230.2117,-468.4344,246219,-698.6461
DATA,-151.4911,12.4016,246400,-139.0895
DATA,-39.9897,74.6184,246582,34.6287
DATA,-28.7898,55.7457,246763,26.9559
DATA,-30.0161,45.2531,246944,15.2369
DATA,-33.6648,57.9555,247126,24.2907
DATA,-36.1543,43.4857,247307,7.3313
DATA,-18.5857,2.9033,247489,-15.6824
DATA,1.0381,0.3804,247670,1.4185
DATA,-0.1450,-1.0559,247942,-1.2008
DATA,-0.0755,1.9029,248123,1.8275
DATA,3.9408,-99.5845,248305,-95.6437
DATA,-44.4085,-371.1308,248486,-415.5393
DATA,-161.4098,-441.4078,248668,-602.8176
DATA,-223.0059,-504.1763,248849,-727.1821
DATA,-229.4211,-505.3766,249030,-734.7977
DATA,-121.6655,-204.6877,249212,-326.3531
DATA,0.2897,-0.1761,249393,0.1136
DATA,-0.0287,-0.8444,249574,-0.8732
DATA,-0.0533,0.0048,249847,-0.0485
DATA,-8.5583,-84.5281,250028,-93.0864
DATA,-50.9051,-344.8195,250209,-395.7246
DATA,-146.4907,-405.3160,250391,-551.8067
DATA,-186.3533,-421.8723,250572,-608.2256
DATA,-239.7846,-488.3549,250754,-728.1395
DATA,-212.5161,-231.0344,250935,-443.5505
DATA,-8.1318,-2.6026,251116,-10.7344
DATA,0.3331,-0.2365,251298,0.0966
DATA,0.0243,-0.4910,251570,-0.4667
DATA,0.0374,-0.3406,251751,-0.3032
DATA,0.3709,0.2830,251933,0.6538
DATA,0.3394,-0.0867,252114,0.2527
DATA,0.5776,-0.0138,252295,0.5638
DATA,0.1597,-0.3621,252477,-0.2025
DATA,0.2637,-0.2072,252658,0.0565
DATA,0.2802,-0.2360,252839,0.0442
DATA,0.2840,-0.2189,253021,0.0651
DATA,0.2518,-0.2247,253202,0.0271
DATA,0.2640,-0.2327,253474,0.0314
DATA,0.2830,-0.2140,253656,0.0690
