%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,0.2464,-0.2308,301709,0.0156
DATA,0.2518,-0.2234,301890,0.0283
DATA,0.2722,-0.2411,302071,0.0311
DATA,0.2400,-0.2332,302253,0.0068
DATA,0.2801,-0.2731,302434,0.0070
DATA,0.2833,-0.2613,302706,0.0220
DATA,0.2672,-0.3418,302887,-0.0747
DATA,0.2949,0.2135,303069,0.5084
DATA,0.5685,-0.1596,303250,0.4089
DATA,0.0237,-0.5128,303432,-0.4891
DATA,0.5705,-0.1281,303613,0.4424
DATA,0.2398,-0.0168,303794,0.2230
DATA,0.1324,-1.0801,303976,-0.9477
DATA,-0.9159,-2.1977,304157,-3.1136
DATA,-0.9996,-2.2167,304338,-3.2164
DATA,-1.1000,-1.1963,304610,-2.2964
DATA,-1.3189,-2.5952,304792,-3.9141
DATA,-1.5330,-3.1719,304973,-4.7049
DATA,-2.1888,-2.0394,305154,-4.2282
DATA,-0.5748,2.1379,305336,1.5632
DATA,0.0838,7.5492,305517,7.6331
DATA,-0.5854,9.4313,305699,8.8459
DATA,29.1156,-57.5631,305880,-28.4475
DATA,8.0030,-165.9468,306061,-157.9438
DATA,-34.9006,-289.1058,306333,-324.0064
DATA,-69.6033,-310.8478,306515,-380.4511
DATA,-93.2082,-430.9375,306696,-524.1458
DATA,-101.4138,-372.4878,306877,-473.9016
DATA,-155.5543,-472.9767,307059,-628.5310
DATA,-177.0730,-55.6129,307240,-232.6859
DATA,-0.2952,4.5312,307422,4.2359
DATA,-0.2574,13.0070,307603,12.7496
DATA,-0.2346,15.9364,307784,15.7018
DATA,-0.4796,8.1941,307966,7.7145
DATA,17.4494,-36.8082,308238,-19.3588
DATA,-27.4765,-168.7065,308419,-196.1831
DATA,-99.3979,-263.0050,308600,-362.4030
DATA,-145.1694,-218.7290,308782,-363.8984
DATA,-105.0872,-79.6475,308963,-184.7347
DATA,-90.5916,-271.8159,309145,-362.4075
DATA,-112.1827,-58.9698,309326,-171.1525
DATA,-0.1181,2.8568,309507,2.7387
DATA,-0.0617,0.0872,309689,0.0256
DATA,0.5143,-34.3501,309961,-33.8358
DATA,-37.9791,-230.8877,310142,-268.8669
DATA,-158.3411,-269.7169,310323,-428.0580
DATA,-230.3126,-232.6593,310505,-462.9719
DATA,-242.2574,-117.7247,310686,-359.9821
DATA,-37.2777,30.1148,310868,-7.1629
DATA,-0.1262,37.9221,311049,37.7959
DATA,-0.0941,27.3817,311230,27.2876
DATA,0.1177,31.6692,311412,31.7869
DATA,-0.3696,34.8936,311593,34.5240
DATA,16.2404,-37.0991,311865,-20.8587
DATA,-76.0835,-171.8709,312046,-247.9544
DATA,-116.2301,-306.4249,312228,-422.6550
DATA,-126.2442,-333.0618,312409,-459.3060
DATA,-123.2492,-218.8901,312590,-342.1393
DATA,-196.4619,-273.7586,312772,-470.2205
DATA,-85.4433,26.4319,312953,-59.0114
DATA,-0.0751,15.5048,313135,15.4297
DATA,0.9978,19.3874,313316,20.3852
DATA,2.1243,-1.7447,313588,0.3796
DATA,16.0160,-78.2772,313769,-62.2612
DATA,-70.5808,-202.5625,313951,-273.1434
DATA,-133.1627,-208.2268,314132,-341.3895
DATA,-164.3452,-163.5450,314313,-327.8902
DATA,-143.2794,-129.6785,314495,-272.9579
DATA,-164.3937,-141.0162,314676,-305.4099
DATA,-156.2974,-150.3891,314858,-306.6865
DATA,-177.9839,-168.9652,315039,-346.9491
DATA,-145.6094,-151.5046,315220,-297.1140
DATA,-118.0991,9.8260,315492,-108.2731
DATA,-11.7580,5.3409,315674,-6.4171
DATA,0.1036,12.2424,315855,12.3461
DATA,0.1696,0.7251,316036,0.8947
DATA,-0.4999,-1.3956,316218,-1.8955
DATA,0.2975,0.0346,316399,0.3321
DATA,0.8518,0.3685,316581,1.2202
DATA,-0.2105,-1.0487,316762,-1.2591
DATA,0.0768,-1.0977,316943,-1.0209
DATA,0.2540,0.2586,317215,0.5125
DATA,0.4660,0.1420,317397,0.6080
DATA,0.3699,-0.2931,317578,0.0768
DATA,0.2800,-0.2973,317759,-0.0174
DATA,0.2837,-0.3172,317941,-0.0335
DATA,0.2532,-0.3006,318122,-0.0475
DATA,0.2632,-0.2999,318304,-0.0368
DATA,0.2867,-0.2816,318485,0.0051
DATA,0.2755,-0.3209,318666,-0.0453
DATA,0.2913,-0.3126,318848,-0.0213
DATA,0.2728,-0.2685,319120,0.0043
DATA,0.2586,-0.2754,319301,-0.0168
DATA,0.2715,-0.3065,319482,-0.0350
DATA,0.2509,-0.3276,319664,-0.0767
