%, jaw1 [N], jaw2 [N], time [ms], gripForce [N]
DATA,7.8527,0.0533,16284,7.9059
DATA,7.1437,0.0244,16309,7.1681
DATA,4.7821,-0.0591,16333,4.7231
DATA,3.9278,0.1190,16358,4.0468
DATA,3.5289,0.0937,16383,3.6226
DATA,2.3937,0.1430,16407,2.5367
DATA,0.8912,0.0932,16432,0.9844
DATA,0.5464,0.1158,16468,0.6622
DATA,0.5833,-0.0655,16493,0.5178
DATA,0.5544,0.1268,16518,0.6812
DATA,0.6075,0.0565,16542,0.6640
DATA,0.5946,0.0164,16567,0.6110
DATA,0.6043,0.0294,16591,0.6337
DATA,0.5789,-0.0133,16616,0.5656
DATA,0.8031,0.2193,16640,1.0224
DATA,2.0045,-0.0557,16665,1.9488
DATA,4.6674,0.0905,16689,4.7579
DATA,6.4963,0.0777,16714,6.5740
DATA,8.0309,0.0926,16739,8.1234
DATA,9.4081,0.0052,16763,9.4133
DATA,10.1101,0.0933,16800,10.2034
DATA,9.6023,0.0753,16824,9.6775
DATA,8.6080,0.1334,16849,8.7414
DATA,8.2936,0.1269,16874,8.4205
DATA,8.6200,0.0078,16898,8.6278
DATA,7.6510,0.1802,16923,7.8312
DATA,7.4570,0.1077,16947,7.5648
DATA,9.3934,0.0681,16972,9.4614
DATA,11.6912,-0.0098,16996,11.6814
DATA,12.9458,0.1100,17021,13.0558
DATA,14.3266,0.2436,17045,14.5702
DATA,16.1307,0.0196,17070,16.1503
DATA,15.5636,0.0172,17094,15.5807
DATA,16.3588,0.0605,17119,16.4193
DATA,17.7230,0.0620,17156,17.7850
DATA,17.7125,0.2084,17180,17.9209
DATA,18.1814,0.0969,17205,18.2783
DATA,18.2305,0.0826,17229,18.3131
DATA,17.7210,0.0205,17254,17.7414
DATA,16.1757,0.0313,17279,16.2070
DATA,15.7217,0.0918,17303,15.8136
DATA,14.7889,0.0545,17328,14.8434
DATA,12.6750,0.1195,17352,12.7945
DATA,9.2898,0.0117,17377,9.3016
DATA,6.1365,0.1615,17401,6.2980
DATA,2.2378,0.0732,17426,2.3111
DATA,1.9285,0.0615,17450,1.9900
DATA,2.0156,-0.0134,17487,2.0022
DATA,1.9426,0.0313,17512,1.9739
DATA,1.9286,0.0473,17536,1.9759
DATA,1.9370,0.0642,17561,2.0012
DATA,1.9138,0.1423,17585,2.0561
DATA,1.8392,0.0020,17610,1.8412
DATA,1.8193,-0.0314,17635,1.7880
DATA,1.8937,-0.0431,17659,1.8507
DATA,1.7316,0.0353,17684,1.7669
DATA,1.9215,0.0700,17708,1.9915
DATA,2.8353,0.0369,17733,2.8722
DATA,5.6458,-0.0001,17757,5.6457
DATA,6.1042,0.0499,17782,6.1541
DATA,7.4484,-0.1031,17819,7.3453
DATA,9.4472,0.1195,17843,9.5667
DATA,10.4264,0.1559,17868,10.5823
DATA,9.8697,0.1552,17892,10.0249
DATA,9.0023,0.1148,17917,9.1171
DATA,9.7011,-0.0204,17941,9.6807
DATA,9.9012,-0.0266,17966,9.8746
DATA,10.0530,0.1200,17990,10.1730
DATA,10.4264,0.0813,18015,10.5077
DATA,10.4870,0.0566,18040,10.5436
DATA,11.2279,0.0985,18064,11.3264
DATA,11.7266,0.1284,18089,11.8550
DATA,11.4235,0.0613,18113,11.4848
DATA,11.7051,-0.0234,18138,11.6817
DATA,13.1445,0.0922,18175,13.2367
DATA,14.1870,0.1177,18199,14.3046
DATA,14.0598,-0.0236,18224,14.0362
DATA,12.8815,0.0518,18248,12.9333
DATA,12.5843,0.0417,18273,12.6260
DATA,13.5759,-0.0279,18297,13.5480
DATA,14.6465,0.1186,18322,14.7652
DATA,15.4078,-0.0547,18346,15.3531
DATA,15.9582,-0.0043,18371,15.9539
DATA,15.8345,0.2618,18396,16.0963
DATA,14.9303,-0.0044,18420,14.9259
DATA,14.2237,0.0998,18445,14.3235
DATA,14.8558,0.0431,18469,14.8988
DATA,15.6850,0.1443,18506,15.8293
DATA,15.2756,0.0851,18531,15.3607
DATA,15.3869,0.0731,18555,15.4600
DATA,16.2092,0.0875,18580,16.2966
DATA,15.5060,0.0298,18604,15.5358
DATA,14.5047,0.1223,18629,14.6270
DATA,15.4351,-0.0698,18653,15.3653
DATA,16.4513,0.0479,18678,16.4992
DATA,15.0764,0.0960,18702,15.1724
DATA,12.9918,0.0575,18727,13.0493
DATA,13.1833,-0.0073,18751,13.1760
DATA,14.9969,0.1496,18776,15.1465
DATA,16.4931,0.1021,18801,16.5952
DATA,16.0333,0.0708,18837,16.1042
DATA,12.4868,-0.0407,18862,12.4461
DATA,7.8766,0.0379,18886,7.9145
DATA,4.4076,0.0875,18911,4.4951
DATA,2.2837,0.0936,18936,2.3773
DATA,1.8471,0.0832,18960,1.9302
DATA,1.8898,0.0774,18985,1.9672
DATA,1.8517,0.1758,19009,2.0275
DATA,1.7290,0.0677,19034,1.7967
DATA,1.7899,0.0496,19058,1.8395
DATA,1.7930,0.0845,19083,1.8775
DATA,1.7125,0.0705,19107,1.7830
DATA,1.9582,0.1086,19132,2.0669
DATA,2.0182,0.1289,19157,2.1471
DATA,1.2796,-0.0015,19193,1.2781
DATA,1.8312,-0.0158,19218,1.8154
DATA,3.9806,0.0005,19242,3.9811
DATA,5.0173,0.1148,19267,5.1321
DATA,4.1599,0.0596,19292,4.2195
DATA,4.2781,0.0084,19316,4.2865
DATA,6.1827,0.0819,19341,6.2645
DATA,7.7735,0.0411,19365,7.8146
DATA,9.2375,0.0756,19390,9.3131
DATA,9.8245,0.0655,19414,9.8900
DATA,10.9485,0.0975,19439,11.0460
DATA,12.3273,0.0051,19463,12.3324
DATA,13.9747,0.0771,19488,14.0517
DATA,14.2645,-0.0079,19525,14.2566
DATA,14.5352,0.0635,19549,14.5986
DATA,15.1518,0.0303,19574,15.1821
DATA,15.7547,0.0940,19598,15.8487
DATA,15.2025,0.0427,19623,15.2451
DATA,14.6030,0.1531,19647,14.7561
DATA,13.8969,0.0413,19672,13.9382
DATA,13.9436,0.1194,19697,14.0630
DATA,15.4285,0.1263,19721,15.5548
DATA,16.4984,0.1326,19746,16.6311
DATA,16.3692,0.1307,19770,16.4999
DATA,15.3595,0.0460,19795,15.4055
DATA,13.4875,-0.0695,19819,13.4179
DATA,10.1339,0.1286,19856,10.2624
DATA,7.1129,0.0564,19881,7.1694
DATA,4.6420,0.1072,19905,4.7492
DATA,1.8684,0.0315,19930,1.8999
DATA,1.6545,0.1667,19954,1.8212
DATA,1.7139,0.0967,19979,1.8107
DATA,1.6881,0.0695,20003,1.7576
DATA,1.6525,-0.0092,20028,1.6433
DATA,1.9614,0.0337,20053,1.9952
DATA,2.6140,0.0057,20077,2.6197
DATA,3.2832,0.0767,20102,3.3599
DATA,3.2770,0.1834,20126,3.4604
DATA,2.8364,0.0311,20151,2.8675
DATA,3.3738,0.0700,20175,3.4438
DATA,5.2714,0.0819,20212,5.3534
DATA,5.8875,0.1484,20237,6.0359
DATA,6.3643,0.1315,20261,6.4958
DATA,7.1419,0.0916,20286,7.2335
DATA,8.4050,0.0350,20310,8.4400
DATA,9.4700,0.1160,20335,9.5860
DATA,10.7439,0.1272,20359,10.8710
DATA,11.2629,-0.0057,20384,11.2572
DATA,11.1019,0.0224,20408,11.1243
DATA,11.0374,0.1692,20433,11.2066
DATA,11.5001,0.1493,20458,11.6494
DATA,11.0341,0.1300,20482,11.1641
DATA,10.1127,0.1253,20507,10.2380
DATA,9.1569,0.1285,20543,9.2853
DATA,9.1960,0.0413,20568,9.2373
DATA,9.9807,-0.0222,20593,9.9585
DATA,9.5021,0.1598,20617,9.6619
DATA,8.9912,0.0741,20642,9.0653
DATA,9.3982,0.0062,20666,9.4044
DATA,9.6338,0.1246,20691,9.7584
DATA,8.6549,0.1554,20715,8.8103
DATA,7.5882,0.0507,20740,7.6389
DATA,5.5484,0.0381,20764,5.5865
DATA,4.2189,-0.0096,20789,4.2093
DATA,3.3290,0.0276,20813,3.3566
DATA,4.3401,0.1172,20838,4.4573
DATA,5.9245,0.0602,20875,5.9847
DATA,6.5149,0.0615,20899,6.5764
DATA,5.9658,-0.0464,20924,5.9194
DATA,6.3403,0.0032,20949,6.3435
DATA,6.2205,0.0327,20973,6.2532
DATA,4.6045,0.0845,20998,4.6890
DATA,3.6228,0.1278,21022,3.7506
DATA,5.3386,0.1176,21047,5.4562
DATA,7.5608,0.0779,21071,7.6387
DATA,8.3204,0.0413,21096,8.3617
DATA,8.1753,0.0353,21120,8.2106
DATA,8.0445,-0.0085,21145,8.0361
DATA,8.6560,0.0696,21169,8.7257
DATA,9.7017,0.1227,21194,9.8244
DATA,10.3625,0.0123,21231,10.3748
DATA,10.6506,0.0855,21255,10.7361
DATA,11.7077,-0.0157,21280,11.6919
DATA,12.4863,-0.0045,21304,12.4818
DATA,12.5629,0.1086,21329,12.6716
DATA,13.0081,0.0282,21354,13.0363
DATA,12.7793,0.1623,21378,12.9417
DATA,11.7684,0.0769,21403,11.8453
DATA,11.8333,0.1169,21427,11.9503
DATA,12.7147,0.0268,21452,12.7415
DATA,14.2722,0.0037,21476,14.2759
DATA,14.8769,0.0249,21501,14.9018
DATA,14.2769,0.0119,21525,14.2888
DATA,13.2616,-0.0063,21562,13.2554
DATA,11.9218,-0.0714,21587,11.8504
DATA,10.9334,0.1335,21611,11.0669
DATA,9.8188,0.0980,21636,9.9168
DATA,8.0292,0.0693,21660,8.0985
DATA,4.2471,0.0631,21685,4.3101
DATA,-0.4650,0.0722,21710,-0.3929
DATA,-1.7896,0.0664,21734,-1.7232
DATA,-0.8681,-0.0395,21759,-0.9076
DATA,1.7889,0.0034,21783,1.7923
DATA,4.1003,-0.0109,21808,4.0894
DATA,2.3285,0.0038,21832,2.3324
DATA,-0.7716,0.3799,21857,-0.3917
DATA,1.1525,0.3532,21894,1.5057
DATA,1.3594,0.3787,21918,1.7381
DATA,1.1556,-0.6545,21943,0.5011
DATA,1.4085,0.1319,21967,1.5404
DATA,1.4751,0.0442,21992,1.5193
DATA,1.4091,-0.0621,22016,1.3470
DATA,1.4588,0.1428,22041,1.6016
DATA,1.3030,0.0194,22066,1.3225
DATA,1.3277,0.1017,22090,1.4294
DATA,1.4352,0.0458,22115,1.4810
DATA,1.4443,0.0090,22139,1.4533
DATA,1.2573,0.0329,22164,1.2902
DATA,1.2720,-0.0198,22188,1.2522
DATA,1.3872,0.0867,22213,1.4738
DATA,1.4052,0.2018,22250,1.6071
DATA,1.4174,0.1111,22274,1.5285
DATA,1.4363,0.0287,22299,1.4650
DATA,1.3444,0.0019,22323,1.3464
DATA,1.3751,-0.0528,22348,1.3223
DATA,1.3041,0.1218,22372,1.4259
DATA,1.3459,0.0929,22397,1.4388
DATA,1.3697,0.1440,22421,1.5137
DATA,1.2033,0.0529,22446,1.2562
DATA,1.2878,0.0776,22471,1.3654
DATA,1.3877,-0.0267,22495,1.3610
DATA,1.3581,0.0217,22520,1.3799
DATA,1.3395,-0.0609,22544,1.2785
DATA,1.2831,0.0682,22581,1.3513
DATA,1.2991,0.1421,22606,1.4412
DATA,1.4754,0.0369,22630,1.5123
DATA,1.3170,0.0829,22655,1.3999
DATA,1.3227,0.0106,22679,1.3333
DATA,1.3131,0.0635,22704,1.3766
DATA,1.3577,0.0741,22728,1.4317
DATA,1.3082,-0.0068,22753,1.3014
DATA,1.3459,0.0824,22777,1.4283
DATA,1.3085,0.0735,22802,1.3821
DATA,1.3714,0.1059,22826,1.4773
DATA,1.3829,0.0844,22851,1.4673
DATA,1.3143,0.1078,22876,1.4221
DATA,1.2537,0.1371,22900,1.3907
DATA,1.4214,-0.0085,22937,1.4130
DATA,1.3058,-0.0239,22961,1.2818
DATA,1.3344,-0.0267,22986,1.3077
DATA,1.3753,0.1665,23011,1.5418
DATA,1.3377,0.1081,23035,1.4458
DATA,1.3799,0.1499,23060,1.5298
DATA,1.3443,0.0842,23084,1.4284
DATA,1.3601,0.0256,23109,1.3857
DATA,1.3594,0.0531,23133,1.4125
DATA,1.3497,0.1963,23158,1.5461
DATA,1.2301,0.0594,23182,1.2895
DATA,1.3377,0.1931,23207,1.5307
DATA,1.2716,0.0004,23232,1.2720
DATA,1.3375,0.0536,23268,1.3911
DATA,1.2741,0.0451,23293,1.3192
DATA,1.2275,0.0289,23317,1.2564
DATA,1.3040,0.1676,23342,1.4716
DATA,1.2553,-0.0048,23367,1.2505
DATA,1.2601,0.1949,23391,1.4550
DATA,1.2427,0.1263,23416,1.3690
DATA,1.2603,0.0158,23440,1.2761
DATA,1.2928,0.0818,23465,1.3746
DATA,1.2767,0.0270,23489,1.3037
DATA,1.3637,0.0774,23514,1.4410
DATA,1.2718,0.1287,23538,1.4004
DATA,1.2815,0.0303,23563,1.3118
DATA,1.2951,0.0020,23600,1.2971
DATA,1.3021,0.1484,23624,1.4505
DATA,1.3870,0.0245,23649,1.4115
DATA,1.2818,0.0154,23673,1.2971
DATA,1.3186,0.0221,23698,1.3407
DATA,1.3131,0.0300,23723,1.3431
DATA,1.3027,0.1302,23747,1.4329
DATA,1.2656,0.0292,23772,1.2948
DATA,1.1996,0.0766,23796,1.2763
DATA,1.3497,-0.0295,23821,1.3202
DATA,1.3088,0.1390,23845,1.4478
DATA,1.3585,0.0099,23870,1.3684
DATA,1.2411,0.1793,23894,1.4204
DATA,1.3817,-0.0017,23919,1.3800
DATA,1.3206,0.1486,23956,1.4692
DATA,1.2898,0.0642,23980,1.3540
DATA,1.3917,-0.0745,24005,1.3172
DATA,1.2845,0.0569,24029,1.3414
DATA,1.2897,0.0748,24054,1.3646
DATA,1.3609,0.0918,24079,1.4527
DATA,1.3544,0.0476,24103,1.4020
DATA,1.3244,0.0258,24128,1.3502
DATA,1.2893,0.0456,24152,1.3348
DATA,1.3187,0.0745,24177,1.3932
DATA,1.2718,0.0718,24201,1.3435
DATA,1.3218,0.0867,24226,1.4085
DATA,1.3398,0.1678,24250,1.5076
DATA,1.3190,0.0472,24287,1.3661
DATA,1.3622,0.0803,24312,1.4425
DATA,1.3646,0.0526,24336,1.4172
DATA,1.4186,0.0476,24361,1.4662
DATA,1.3381,0.0352,24385,1.3732
DATA,1.3173,0.1057,24410,1.4230
DATA,1.3628,0.1436,24435,1.5064
DATA,1.2782,-0.0263,24459,1.2519
DATA,1.3133,0.0944,24484,1.4077
DATA,1.3358,-0.0106,24508,1.3252
DATA,1.3834,0.1562,24533,1.5396
DATA,1.2830,0.0367,24557,1.3197
DATA,1.3363,0.0507,24582,1.3870
DATA,1.3559,0.1067,24606,1.4626
DATA,1.2539,0.1328,24643,1.3867
DATA,1.4601,0.0458,24668,1.5059
DATA,1.3235,0.0663,24692,1.3898
DATA,1.3666,-0.0353,24717,1.3313
DATA,1.3764,-0.0300,24741,1.3464
DATA,1.3814,0.0977,24766,1.4791
DATA,1.3985,-0.0232,24790,1.3753
DATA,1.0716,-0.0014,24815,1.0702
DATA,0.3726,0.0638,24840,0.4364
DATA,0.8291,0.0989,24864,0.9281
DATA,1.2766,0.1251,24889,1.4017
DATA,1.4338,0.1267,24913,1.5605
DATA,1.4541,0.1303,24938,1.5844
DATA,1.3213,0.1418,24975,1.4632
DATA,1.3855,0.1567,24999,1.5423
DATA,0.7639,0.0025,25024,0.7665
DATA,-4.1735,0.1153,25048,-4.0582
DATA,-0.9531,-0.0041,25073,-0.9572
DATA,-1.6932,-0.0142,25097,-1.7074
DATA,-6.5453,-0.0871,25122,-6.6324
DATA,-8.0901,0.0124,25146,-8.0777
DATA,-6.5230,0.1030,25171,-6.4200
DATA,-4.4019,0.1973,25196,-4.2047
DATA,-5.7137,0.0611,25220,-5.6527
DATA,-5.7468,-0.0425,25245,-5.7892
DATA,-5.8310,0.0597,25269,-5.7713
DATA,-9.0660,0.0913,25294,-8.9747
DATA,-13.1755,0.0028,25331,-13.1727
DATA,-12.4574,0.0380,25355,-12.4194
DATA,-8.9158,0.1216,25380,-8.7942
DATA,-9.5960,0.0602,25404,-9.5358
DATA,-7.7993,0.0404,25429,-7.7589
DATA,-7.7873,-0.0191,25453,-7.8064
DATA,-8.2160,-0.0113,25478,-8.2272
DATA,-8.2687,0.0343,25502,-8.2344
DATA,-8.3108,0.1135,25527,-8.1973
DATA,-8.1724,0.1013,25551,-8.0712
DATA,-8.0721,0.0862,25576,-7.9860
DATA,-8.0073,0.0242,25601,-7.9831
DATA,-8.1059,0.0825,25625,-8.0234
DATA,-8.2758,0.0244,25662,-8.2515
DATA,-8.1842,0.0099,25687,-8.1742
DATA,-8.2199,0.1734,25711,-8.0464
DATA,-8.1876,0.1102,25736,-8.0774
DATA,-8.1658,0.1514,25760,-8.0144
DATA,-8.1398,0.0153,25785,-8.1245
DATA,-8.1414,0.1359,25809,-8.0054
DATA,-8.1373,-0.1091,25834,-8.2464
DATA,-8.0349,0.0173,25858,-8.0176
DATA,-8.0489,0.1266,25883,-7.9223
DATA,-8.1051,0.0823,25907,-8.0229
DATA,-8.0867,0.0634,25932,-8.0233
DATA,-8.0799,0.0763,25957,-8.0037
DATA,-8.1388,0.0202,25993,-8.1186
DATA,-8.2168,0.1079,26018,-8.1088
DATA,-8.1744,0.1493,26042,-8.0252
DATA,-8.1860,-0.0109,26067,-8.1969
DATA,-8.2204,0.0913,26092,-8.1291
DATA,-8.1039,0.0711,26116,-8.0328
DATA,-8.1080,0.1469,26141,-7.9611
DATA,-8.1112,-0.0319,26165,-8.1431
DATA,-8.0572,0.0115,26190,-8.0457
DATA,-8.0920,0.0698,26214,-8.0222
DATA,-8.1508,0.1190,26239,-8.0318
DATA,-8.0424,0.1299,26263,-7.9125
DATA,-8.2624,0.0402,26288,-8.2222
DATA,-8.1589,0.1443,26312,-8.0146
DATA,-8.0613,0.0007,26349,-8.0605
DATA,-8.0669,-0.0052,26374,-8.0721
DATA,-8.1294,0.1589,26398,-7.9705
DATA,-8.2290,0.1079,26423,-8.1211
DATA,-8.0555,0.0908,26447,-7.9646
DATA,-8.1649,0.1756,26472,-7.9893
DATA,-8.0958,-0.0249,26497,-8.1207
DATA,-8.1639,0.0305,26521,-8.1335
DATA,-8.1255,0.1364,26546,-7.9891
DATA,-8.0636,-0.0255,26570,-8.0890
DATA,-8.1153,0.0364,26595,-8.0789
DATA,-8.1546,-0.0157,26619,-8.1703
DATA,-8.2242,0.0918,26644,-8.1324
DATA,-8.1852,0.0076,26681,-8.1775
DATA,-8.0323,0.0855,26705,-7.9468
DATA,-8.0743,0.2088,26730,-7.8655
DATA,-8.1366,0.0734,26754,-8.0632
DATA,-8.5053,0.0845,26779,-8.4208
DATA,-8.5646,0.0215,26803,-8.5431
DATA,-8.8541,0.1744,26828,-8.6797
DATA,-9.0439,0.1172,26853,-8.9268
DATA,-8.9682,0.0502,26877,-8.9181
DATA,-8.2139,0.0748,26902,-8.1392
DATA,-7.9637,0.0958,26926,-7.8679
DATA,-7.0674,0.0445,26951,-7.0229
DATA,-6.6965,0.0590,26975,-6.6375
DATA,-5.9190,0.0415,27012,-5.8775
DATA,-6.5911,0.1707,27037,-6.4204
DATA,-8.6650,0.0420,27061,-8.6230
DATA,-10.9867,0.0438,27086,-10.9428
DATA,-8.3680,0.0013,27110,-8.3668
DATA,-4.4422,-0.0464,27135,-4.4886
DATA,-4.0928,0.1502,27159,-3.9427
DATA,-4.3909,0.0630,27184,-4.3279
DATA,2.4050,0.0355,27209,2.4406
DATA,8.3919,-0.0433,27233,8.3486
DATA,2.1310,0.0417,27258,2.1727
DATA,0.2166,0.1222,27282,0.3388
DATA,0.2972,0.2002,27307,0.4974
DATA,0.1534,0.1093,27331,0.2627
DATA,-0.0192,0.0625,27368,0.0433
DATA,8.4119,0.1219,27393,8.5338
DATA,12.2178,0.0264,27417,12.2442
DATA,11.4975,0.0114,27442,11.5089
DATA,12.5182,0.0692,27466,12.5874
DATA,11.6422,0.0311,27491,11.6733
DATA,10.7029,0.0719,27515,10.7749
DATA,9.6802,0.0824,27540,9.7626
DATA,8.8627,0.0557,27565,8.9184
DATA,8.2488,0.1544,27589,8.4032
DATA,8.8609,0.0372,27614,8.8981
DATA,8.8593,0.0437,27638,8.9031
DATA,7.0277,0.1455,27663,7.1733
DATA,4.2454,0.0644,27700,4.3098
DATA,4.5028,0.0091,27724,4.5119
DATA,3.4555,0.0309,27749,3.4864
DATA,2.9519,-0.0395,27773,2.9124
DATA,2.6083,0.1276,27798,2.7359
DATA,3.6933,-0.0063,27822,3.6870
DATA,3.9917,0.0034,27847,3.9951
DATA,2.6609,0.0317,27871,2.6926
DATA,2.2202,0.0425,27896,2.2627
DATA,4.1915,-0.1397,27920,4.0518
DATA,6.2983,0.0029,27945,6.3012
DATA,4.8295,0.0763,27970,4.9058
DATA,4.0709,0.0709,27994,4.1418
DATA,2.7007,0.0967,28031,2.7974
DATA,1.2552,0.0579,28055,1.3131
DATA,1.2354,0.0409,28080,1.2764
DATA,1.1803,0.0029,28105,1.1832
DATA,1.2225,0.0825,28129,1.3050
DATA,1.2358,0.0490,28154,1.2848
DATA,1.1697,-0.0135,28178,1.1561
DATA,1.1410,0.0475,28203,1.1885
DATA,1.0990,0.1080,28227,1.2070
DATA,1.1648,0.1167,28252,1.2815
DATA,1.0246,0.0519,28276,1.0765
DATA,1.2414,0.0472,28301,1.2886
DATA,1.1596,0.0754,28326,1.2351
DATA,1.1385,0.2343,28350,1.3728
DATA,1.1749,0.0223,28387,1.1972
DATA,1.1900,-0.0067,28411,1.1833
DATA,1.2083,0.1580,28436,1.3663
DATA,1.1786,-0.0857,28461,1.0928
DATA,1.1218,0.0284,28485,1.1502
DATA,1.0758,-0.0076,28510,1.0682
DATA,1.1864,-0.0034,28534,1.1830
DATA,1.1721,0.0551,28559,1.2272
DATA,1.1068,0.0974,28583,1.2042
DATA,1.1732,0.0367,28608,1.2100
DATA,1.1396,0.0311,28632,1.1707
DATA,1.1319,0.2141,28657,1.3460
DATA,1.0327,0.0851,28681,1.1178
DATA,1.1550,0.0480,28718,1.2030
DATA,1.0343,0.0716,28743,1.1059
DATA,1.1649,0.0073,28767,1.1722
DATA,1.0887,0.1063,28792,1.1950
DATA,1.2527,0.0477,28816,1.3005
DATA,1.0961,0.0321,28841,1.1281
DATA,1.0955,0.0563,28866,1.1518
DATA,1.1116,0.0304,28890,1.1420
DATA,1.0796,0.0807,28915,1.1603
DATA,1.1649,0.1126,28939,1.2775
DATA,1.1573,0.1062,28964,1.2635
DATA,1.0776,0.0993,28988,1.1769
DATA,1.1259,0.0436,29013,1.1695
DATA,1.0611,0.0757,29037,1.1368
DATA,1.1129,-0.0119,29074,1.1009
DATA,1.1673,-0.0773,29099,1.0900
DATA,1.1230,-0.0218,29123,1.1012
