DATA,0.6991,0.0169,419091,0.7160

DATA,0.7611,0.0276,419116,0.7887

DATA,0.6907,0.0104,419140,0.7011

DATA,0.9027,0.0094,419177,0.9121

DATA,0.7302,0.0757,419202,0.8059

DATA,0.7430,-0.0639,419227,0.6790

DATA,0.6585,0.1092,419251,0.7677

DATA,0.8064,0.0532,419276,0.8597

DATA,0.7968,0.0582,419300,0.8550

DATA,0.6707,0.1035,419325,0.7742

DATA,0.6943,0.0568,419350,0.7512

DATA,0.6194,-0.0166,419374,0.6028

DATA,0.6458,0.1217,419399,0.7675

DATA,0.7495,0.0694,419423,0.8188

DATA,0.6756,-0.0236,419448,0.6520

DATA,0.7047,0.0653,419473,0.7699

DATA,0.7182,0.0608,419510,0.7790

DATA,0.7213,-0.0211,419534,0.7002

DATA,0.7096,-0.0902,419559,0.6194

DATA,0.7531,-0.0604,419583,0.6928

DATA,0.7847,-0.0087,419608,0.7761

DATA,0.6660,0.0587,419633,0.7247

DATA,0.7075,0.0190,419657,0.7265

DATA,0.7322,-0.0401,419682,0.6921

DATA,0.7183,0.0584,419706,0.7768

DATA,0.8283,-0.0873,419731,0.7410

DATA,0.6719,-0.0716,419756,0.6003

DATA,0.7453,0.0791,419780,0.8244

DATA,0.7290,0.1171,419805,0.8461

DATA,0.7434,0.0000,419829,0.7434

DATA,0.7466,-0.0094,419866,0.7373

DATA,0.6682,0.0577,419891,0.7259

DATA,0.7720,0.0295,419915,0.8014

DATA,0.6358,0.0825,419940,0.7183

DATA,0.7615,0.0636,419965,0.8251
DATA,0.7445,-0.1435,419989,0.6010

DATA,0.7655,0.0049,420014,0.7705

DATA,0.7019,0.0515,420038,0.7534

DATA,0.7026,0.0556,420063,0.7583

DATA,0.7501,0.0491,420088,0.7992

DATA,0.7263,-0.0701,420112,0.6562

DATA,0.7193,0.0584,420137,0.7777

DATA,0.6992,0.0947,420161,0.7940

DATA,0.8814,0.0376,420186,0.9190

DATA,0.6898,-0.0158,420223,0.6739

DATA,0.7163,0.0273,420248,0.7436

DATA,0.8450,0.1104,420272,0.9553

DATA,0.9107,-0.0699,420297,0.8408

DATA,1.0084,0.0343,420321,1.0428

DATA,0.8586,-0.0867,420346,0.7719

DATA,0.9356,0.0558,420371,0.9914

DATA,1.8049,-0.0737,420395,1.7312

DATA,2.4583,0.0644,420420,2.5227

DATA,2.6777,0.0766,420444,2.7543

DATA,2.7673,0.0583,420469,2.8256

DATA,3.3459,0.0258,420494,3.3717

DATA,4.6742,-0.1954,420518,4.4788

DATA,4.8379,0.1139,420543,4.9518

DATA,5.3993,-0.0065,420580,5.3928

DATA,6.4588,-0.0501,420604,6.4087

DATA,8.5909,-0.0014,420629,8.5895

DATA,10.1044,0.0409,420654,10.1453

DATA,9.6549,0.0052,420678,9.6600

DATA,9.3846,-0.0046,420703,9.3801

DATA,9.9416,0.1274,420727,10.0690

DATA,11.0243,0.0612,420752,11.0855

DATA,11.9917,-0.0237,420777,11.9680

DATA,12.1818,-0.0182,420801,12.1636

DATA,11.8967,0.0358,420826,11.9325

DATA,10.8382,-0.0049,420850,10.8332
DATA,10.5813,0.0607,420875,10.6420

DATA,11.2652,-0.0218,420900,11.2434

DATA,12.5884,0.0813,420936,12.6697

DATA,12.6571,-0.0753,420961,12.5818

DATA,11.8547,0.1202,420986,11.9749

DATA,12.0614,-0.1117,421010,11.9497

DATA,12.9198,0.1172,421035,13.0369

DATA,13.7100,0.0512,421059,13.7612

DATA,15.0239,-0.0236,421084,15.0003

DATA,15.5965,0.0372,421109,15.6336

DATA,14.7632,0.1476,421133,14.9107

DATA,14.3085,-0.0274,421158,14.2812

DATA,14.3173,-0.0245,421183,14.2929

DATA,14.8877,0.0365,421207,14.9242

DATA,15.2100,0.1033,421232,15.3133

DATA,14.5917,0.0636,421269,14.6553

DATA,14.1917,-0.0632,421293,14.1285

DATA,15.0359,0.0353,421318,15.0712

DATA,15.8877,-0.0497,421342,15.8380

DATA,15.8780,0.0974,421367,15.9754

DATA,15.8725,-0.0743,421392,15.7983

DATA,15.6001,-0.0366,421416,15.5635

DATA,15.1917,-0.0279,421441,15.1638

DATA,15.6948,0.0111,421465,15.7058

DATA,15.8875,-0.0524,421490,15.8351

DATA,15.7383,0.0891,421515,15.8273

DATA,15.9748,0.0496,421539,16.0244
DATA,15.8678,0.0387,421564,15.9065

DATA,16.2904,-0.0362,421588,16.2543

DATA,16.7197,0.0442,421625,16.7639

DATA,16.9858,-0.0401,421650,16.9457

DATA,16.5742,-0.0486,421675,16.5256

DATA,16.2914,0.0244,421699,16.3158

DATA,16.2067,0.0315,421724,16.2381

DATA,16.0851,0.0852,421748,16.1702

DATA,15.4142,0.0241,421773,15.4383

DATA,14.4157,-0.0842,421798,14.3315

DATA,11.4770,0.0026,421822,11.4796

DATA,5.9759,-0.0312,421847,5.9447

DATA,1.1507,-0.0081,421871,1.1427

DATA,-0.6395,0.0470,421896,-0.5925

DATA,-0.0548,0.0321,421921,-0.0227

DATA,-0.4506,0.0816,421945,-0.3690

DATA,-0.5673,-0.0057,421982,-0.5730

DATA,-0.7522,-0.0119,422007,-0.7641

DATA,-0.6608,-0.0145,422031,-0.6753

DATA,-0.4926,0.0072,422056,-0.4853

DATA,-0.3958,0.0249,422081,-0.3709

DATA,-0.1933,0.0366,422105,-0.1567

DATA,-0.1709,0.1005,422130,-0.0703

DATA,-0.2513,-0.0409,422154,-0.2922

DATA,-0.1318,0.0316,422179,-0.1001

DATA,-0.0508,0.0063,422203,-0.0445

DATA,-0.0712,-0.0017,422228,-0.0729

DATA,0.0622,0.0131,422253,0.0753

DATA,0.0239,0.0147,422277,0.0386

DATA,-0.0849,-0.0280,422302,-0.1129

